주소,Latitude,Longitude,geometry,AOT,B1,B2,B3,B4,B5,B6,B7,B8A,B11,B12,SCL,TCI,WVP,Date
충청남도 당진시 송악읍 고대공단2길 79-30,36.9858631,126.7458981,POINT (299387.33231683634 4095678.9288823456),372.0,1752.0,1726.0,1778.0,1925.0,1989.0,2028.0,2101.0,2495.0,2475.0,2196.0,6.0,95.0,530.0,20200103
충청남도 당진시 송악읍 신복운로 5,36.9443998,126.7836024,POINT (302636.37462329975 4090999.525780046),372.0,2181.0,2312.0,2269.0,2299.0,2458.0,2556.0,2691.0,2977.0,2650.0,2896.0,5.0,133.0,642.0,20200103
충청남도 당진시 합덕읍 합덕리 344,36.7904994,126.785855,POINT (302440.8840670023 4073918.969208185),372.0,4393.0,4134.0,4178.0,4425.0,4707.0,4797.0,4921.0,4370.0,3499.0,5032.0,9.0,255.0,530.0,20200103
충청남도 당진시 신평면 매산리 976,36.9554166,126.8277843,POINT (306599.0454908133 4092131.2726029046),366.0,2786.0,2856.0,2768.0,2785.0,2797.0,2804.0,2878.0,2939.0,2612.0,2935.0,6.0,182.0,530.0,20200103
충남 당진시 시청1로 1,36.8894492,126.6457903,POINT (290212.17405161535 4085196.7120273425),372.0,2155.0,2289.0,2320.0,2471.0,2636.0,2675.0,2778.0,3127.0,3032.0,2841.0,5.0,150.0,613.0,20200103
충남 당진시 송산면 유곡로 342-27,36.9764971,126.716416,POINT (296738.14303561696 4094702.252924458),372.0,16807.0,14731.0,13347.0,12464.0,12678.0,12152.0,11744.0,7494.0,6442.0,11006.0,9.0,255.0,530.0,20200103
충남 당진시 송산면 유곡로 342-27,36.9764971,126.716416,POINT (296738.14303561696 4094702.252924458),180.0,1683.0,1478.0,1684.0,1934.0,2029.0,1979.0,2110.0,2050.0,1936.0,1958.0,5.0,95.0,284.0,20200118
충남 당진시 시청1로 1,36.8894492,126.6457903,POINT (290212.17405161535 4085196.7120273425),180.0,1943.0,2215.0,2517.0,2640.0,2733.0,2690.0,2812.0,3313.0,3116.0,2906.0,5.0,166.0,322.0,20200118
충청남도 당진시 신평면 매산리 976,36.9554166,126.8277843,POINT (306599.0454908133 4092131.2726029046),180.0,2020.0,2358.0,2697.0,3179.0,3432.0,3556.0,3635.0,3575.0,2891.0,3793.0,8.0,221.0,324.0,20200118
충청남도 당진시 합덕읍 합덕리 344,36.7904994,126.785855,POINT (302440.8840670023 4073918.969208185),180.0,1684.0,1568.0,1785.0,2076.0,2332.0,2605.0,2773.0,3594.0,2814.0,2939.0,5.0,111.0,225.0,20200118
충청남도 당진시 송악읍 신복운로 5,36.9443998,126.7836024,POINT (302636.37462329975 4090999.525780046),180.0,1525.0,1618.0,1773.0,1932.0,2133.0,2365.0,2484.0,2836.0,2567.0,2825.0,5.0,96.0,381.0,20200118
충청남도 당진시 송악읍 고대공단2길 79-30,36.9858631,126.7458981,POINT (299387.33231683634 4095678.9288823456),180.0,1707.0,1770.0,1875.0,2034.0,2243.0,2090.0,2188.0,2411.0,2320.0,2240.0,10.0,106.0,324.0,20200118
충청남도 당진시 합덕읍 합덕리 344,36.7904994,126.785855,POINT (302440.8840670023 4073918.969208185),150.0,1883.0,1826.0,1947.0,2184.0,2380.0,2552.0,2769.0,3641.0,2913.0,3013.0,5.0,122.0,446.0,20200123
충청남도 당진시 송악읍 고대공단2길 79-30,36.9858631,126.7458981,POINT (299387.33231683634 4095678.9288823456),150.0,1918.0,2072.0,2095.0,2176.0,2321.0,2306.0,2241.0,2540.0,2504.0,2340.0,6.0,120.0,500.0,20200123
충청남도 당진시 송악읍 신복운로 5,36.9443998,126.7836024,POINT (302636.37462329975 4090999.525780046),150.0,1751.0,1919.0,2011.0,2097.0,2301.0,2489.0,2599.0,3057.0,2782.0,2753.0,5.0,112.0,607.0,20200123
충청남도 당진시 신평면 매산리 976,36.9554166,126.8277843,POINT (306599.0454908133 4092131.2726029046),150.0,2149.0,2330.0,2462.0,2731.0,2867.0,2834.0,2986.0,3623.0,3118.0,3266.0,6.0,176.0,308.0,20200123
충남 당진시 시청1로 1,36.8894492,126.6457903,POINT (290212.17405161535 4085196.7120273425),150.0,1986.0,2331.0,2485.0,2590.0,2653.0,2609.0,2710.0,3113.0,3039.0,2849.0,5.0,162.0,484.0,20200123
충남 당진시 송산면 유곡로 342-27,36.9764971,126.716416,POINT (296738.14303561696 4094702.252924458),150.0,1862.0,1922.0,2050.0,2301.0,2378.0,2255.0,2260.0,2255.0,2111.0,2267.0,5.0,134.0,570.0,20200123
충남 당진시 송산면 유곡로 342-27,36.9764971,126.716416,POINT (296738.14303561696 4094702.252924458),420.0,2062.0,1955.0,2132.0,2266.0,2447.0,2313.0,2371.0,2314.0,2158.0,2194.0,5.0,129.0,464.0,20200207
충남 당진시 시청1로 1,36.8894492,126.6457903,POINT (290212.17405161535 4085196.7120273425),402.0,2364.0,2544.0,2738.0,2921.0,3067.0,3178.0,3193.0,3641.0,3281.0,3247.0,5.0,196.0,496.0,20200207
충청남도 당진시 합덕읍 합덕리 344,36.7904994,126.785855,POINT (302440.8840670023 4073918.969208185),360.0,2231.0,2125.0,2276.0,2530.0,2768.0,2941.0,3039.0,3961.0,3114.0,3245.0,5.0,156.0,382.0,20200207
충청남도 당진시 송악읍 고대공단2길 79-30,36.9858631,126.7458981,POINT (299387.33231683634 4095678.9288823456),420.0,2082.0,2055.0,2116.0,2210.0,2338.0,2284.0,2337.0,2548.0,2396.0,2373.0,6.0,123.0,464.0,20200207
충청남도 당진시 송악읍 신복운로 5,36.9443998,126.7836024,POINT (302636.37462329975 4090999.525780046),402.0,1938.0,1963.0,2130.0,2199.0,2368.0,2496.0,2657.0,2984.0,2686.0,2770.0,5.0,122.0,512.0,20200207
충청남도 당진시 신평면 매산리 976,36.9554166,126.8277843,POINT (306599.0454908133 4092131.2726029046),402.0,2262.0,2254.0,2416.0,2584.0,2752.0,2752.0,2794.0,3678.0,3002.0,3042.0,10.0,162.0,464.0,20200207
충남 당진시 송산면 유곡로 342-27,36.9764971,126.716416,POINT (296738.14303561696 4094702.252924458),450.0,1947.0,2002.0,2133.0,2321.0,2521.0,2411.0,2458.0,2361.0,2285.0,2472.0,5.0,135.0,449.0,20200222
충청남도 당진시 합덕읍 합덕리 344,36.7904994,126.785855,POINT (302440.8840670023 4073918.969208185),408.0,1751.0,1700.0,1923.0,2245.0,2479.0,2626.0,2754.0,3107.0,2433.0,2851.0,5.0,127.0,355.0,20200222
충청남도 당진시 신평면 매산리 976,36.9554166,126.8277843,POINT (306599.0454908133 4092131.2726029046),444.0,2248.0,2294.0,2340.0,2472.0,2571.0,2589.0,2694.0,3104.0,2563.0,2931.0,10.0,150.0,414.0,20200222
충청남도 당진시 송악읍 신복운로 5,36.9443998,126.7836024,POINT (302636.37462329975 4090999.525780046),444.0,1915.0,2034.0,2128.0,2208.0,2351.0,2487.0,2597.0,2858.0,2510.0,2759.0,5.0,123.0,576.0,20200222
