주소,Latitude,Longitude,geometry,AOT,B1,B2,B3,B4,B5,B6,B7,B8A,B11,B12,SCL,TCI,WVP,Date
경상북도 포항시 북구 천마로 161 (양덕동),36.0901685,129.3961353,POINT (535662.1334072701 3994022.1539850268),228.0,1352.0,1280.0,1394.0,1353.0,1452.0,1315.0,1348.0,1655.0,1414.0,1466.0,3.0,35.0,263.0,20190105
경북 포항시 남구 대도동 111-6(상대동평생학습관),36.018833,129.3658667,POINT (532966.9235171243 3986099.208264802),228.0,1927.0,2342.0,2310.0,2222.0,2296.0,2203.0,2455.0,2700.0,2476.0,2629.0,5.0,125.0,332.0,20190105
경북 포항시 남구 대송면 장동홍계길19 (대송면사무소 내),35.9685219,129.3599537,POINT (532454.7256224204 3980516.9588439297),228.0,2121.0,2515.0,2813.0,2619.0,2563.0,2706.0,2804.0,3795.0,3068.0,3384.0,5.0,164.0,328.0,20190105
경북 포항시 남구 대송면 철강산단로130번길 29,35.9630609,129.3767843,POINT (533974.5793706172 3979916.983939959),228.0,1240.0,1692.0,1834.0,2099.0,2227.0,2592.0,2797.0,3028.0,2457.0,2711.0,5.0,112.0,292.0,20190105
경북 포항시 남구 축항로 55,36.0300388,129.3749055,POINT (533776.5974658886 3987345.2047789064),228.0,2075.0,2663.0,3043.0,3336.0,3620.0,3768.0,4025.0,4501.0,4040.0,4310.0,5.0,237.0,591.0,20190105
경북 포항시 남구 오천읍 냉천로320번길 4-11,35.9667609,129.4085933,POINT (536841.0876080511 3980338.9134962726),228.0,1959.0,2934.0,3244.0,3429.0,3456.0,3627.0,3534.0,3302.0,3023.0,3577.0,5.0,247.0,454.0,20190105
경북 포항시 남구 신항로 10,35.9973608,129.4054955,POINT (536547.6581419383 3983731.7406240255),228.0,1695.0,1880.0,1994.0,2112.0,2225.0,2327.0,2389.0,2579.0,2301.0,2539.0,5.0,113.0,331.0,20190105
경북 포항시 남구 신항로 99-98,36.0057836,129.4150523,POINT (537405.0473262356 3984669.5854023853),228.0,1790.0,1914.0,1968.0,2050.0,2073.0,2223.0,2299.0,2151.0,1972.0,2395.0,6.0,107.0,263.0,20190105
경상북도 포항시 북구 새천년대로 906,36.0528499,129.3611936,POINT (532531.852858228 3989870.6545027765),228.0,1731.0,2692.0,2477.0,2426.0,2477.0,2340.0,2440.0,2911.0,3014.0,2361.0,5.0,145.0,263.0,20190105
경상북도 포항시 남구 연일읍 동문로 67,35.9962626,129.3521476,POINT (531739.7857291313 3983591.2481430066),228.0,2009.0,2246.0,2343.0,2139.0,2156.0,2267.0,2400.0,2806.0,2393.0,2528.0,5.0,116.0,410.0,20190105
