주소,Latitude,Longitude,geometry,AOT,B1,B2,B3,B4,B5,B6,B7,B8A,B11,B12,SCL,TCI,WVP,Date
충청남도 천안시 서북구 음봉로 861-50,36.8286483,127.1049709,POINT (331001.40815163555 4077539.6485537067),84.0,1869.0,2074.0,2217.0,2415.0,2426.0,2479.0,2522.0,2947.0,2852.0,2566.0,5.0,142.0,105.0,20210117
충남 천안시 서북구 성성동,36.8440202,127.1265174,POINT (332956.5649321175 4079207.218588578),84.0,1693.0,1616.0,1717.0,1816.0,2004.0,2152.0,2207.0,2662.0,2405.0,2381.0,5.0,83.0,128.0,20210117
충청남도 천안시 서북구 성거읍 천흥8길 7,36.8833901,127.2075003,POINT (340259.84982354497 4083436.576622394),84.0,1577.0,1968.0,2094.0,2153.0,2130.0,2259.0,2298.0,2645.0,2405.0,2660.0,5.0,118.0,178.0,20210117
충남 천안시 동남구 천안천변길 127,36.7823546,127.1205056,POINT (332285.95916289696 4072376.1533426363),84.0,1921.0,1997.0,1908.0,1939.0,1909.0,1956.0,1935.0,2980.0,2317.0,1961.0,10.0,94.0,138.0,20210117
충남 천안시 동남구 복자1길 24 문성어린이집,36.8141708,127.152144,POINT (335177.6646855867 4075851.0193520775),84.0,1668.0,2029.0,2060.0,2080.0,2216.0,1963.0,2073.0,2249.0,1936.0,2242.0,5.0,110.0,82.0,20210117
충남 천안시 동남구 복자1길 24 문성어린이집,36.8141708,127.152144,POINT (335177.6646855867 4075851.0193520775),102.0,1593.0,1939.0,2024.0,2033.0,2070.0,1970.0,1987.0,2050.0,1825.0,2203.0,5.0,105.0,117.0,20210127
충청남도 천안시 서북구 음봉로 861-50,36.8286483,127.1049709,POINT (331001.40815163555 4077539.6485537067),102.0,1687.0,1963.0,2075.0,2240.0,2286.0,2350.0,2351.0,2605.0,2513.0,2459.0,5.0,127.0,129.0,20210127
충남 천안시 서북구 성성동,36.8440202,127.1265174,POINT (332956.5649321175 4079207.218588578),102.0,1716.0,1695.0,1792.0,1905.0,2107.0,2226.0,2260.0,2613.0,2328.0,2472.0,5.0,92.0,254.0,20210127
충청남도 천안시 서북구 성거읍 천흥8길 7,36.8833901,127.2075003,POINT (340259.84982354497 4083436.576622394),102.0,1499.0,1790.0,1868.0,1904.0,1886.0,1893.0,1988.0,2195.0,1941.0,2277.0,5.0,92.0,180.0,20210127
충남 천안시 동남구 천안천변길 127,36.7823546,127.1205056,POINT (332285.95916289696 4072376.1533426363),102.0,1862.0,2030.0,2026.0,2002.0,2015.0,1995.0,2074.0,2814.0,2303.0,2042.0,5.0,100.0,92.0,20210127
충남 천안시 동남구 복자1길 24 문성어린이집,36.8141708,127.152144,POINT (335177.6646855867 4075851.0193520775),384.0,2420.0,2428.0,2533.0,2636.0,2714.0,2855.0,2882.0,2706.0,2432.0,2881.0,8.0,167.0,204.0,20210211
충청남도 천안시 서북구 음봉로 861-50,36.8286483,127.1049709,POINT (331001.40815163555 4077539.6485537067),390.0,2518.0,2532.0,2698.0,2867.0,2950.0,3006.0,3070.0,3149.0,2886.0,3145.0,8.0,191.0,204.0,20210211
충남 천안시 서북구 성성동,36.8440202,127.1265174,POINT (332956.5649321175 4079207.218588578),396.0,2319.0,2314.0,2506.0,2666.0,2757.0,2853.0,2936.0,3006.0,2689.0,3027.0,8.0,171.0,204.0,20210211
충청남도 천안시 서북구 성거읍 천흥8길 7,36.8833901,127.2075003,POINT (340259.84982354497 4083436.576622394),396.0,2534.0,2540.0,2633.0,2728.0,2794.0,2881.0,2932.0,2946.0,2666.0,3063.0,8.0,176.0,204.0,20210211
충남 천안시 동남구 천안천변길 127,36.7823546,127.1205056,POINT (332285.95916289696 4072376.1533426363),378.0,2416.0,2606.0,2704.0,2774.0,2832.0,2816.0,2871.0,3396.0,2752.0,2912.0,8.0,182.0,204.0,20210211
충남 천안시 동남구 복자1길 24 문성어린이집,36.8141708,127.152144,POINT (335177.6646855867 4075851.0193520775),372.0,4306.0,4109.0,3863.0,3697.0,3707.0,3650.0,3680.0,3116.0,2792.0,3690.0,8.0,255.0,317.0,20210216
충청남도 천안시 서북구 성거읍 천흥8길 7,36.8833901,127.2075003,POINT (340259.84982354497 4083436.576622394),366.0,3449.0,3294.0,3031.0,2911.0,2901.0,2877.0,2900.0,2252.0,2080.0,2910.0,8.0,195.0,317.0,20210216
충남 천안시 서북구 성성동,36.8440202,127.1265174,POINT (332956.5649321175 4079207.218588578),374.0,4220.0,4232.0,4020.0,4004.0,4024.0,4052.0,4048.0,3528.0,2976.0,4050.0,9.0,255.0,317.0,20210216
충남 천안시 동남구 천안천변길 127,36.7823546,127.1205056,POINT (332285.95916289696 4072376.1533426363),372.0,5104.0,4919.0,4692.0,4674.0,4725.0,4676.0,4712.0,4481.0,3748.0,4705.0,9.0,255.0,317.0,20210216
충청남도 천안시 서북구 음봉로 861-50,36.8286483,127.1049709,POINT (331001.40815163555 4077539.6485537067),378.0,3627.0,3609.0,3377.0,3280.0,3291.0,3275.0,3279.0,2916.0,2653.0,3281.0,8.0,232.0,317.0,20210216
