주소,Latitude,Longitude,geometry,AOT,B1,B2,B3,B4,B5,B6,B7,B8A,B11,B12,SCL,TCI,WVP,Date
충북 청주시 흥덕구 직지대로 393(송정동),36.645119,127.4437347,POINT (360883.80798847566 4056633.267447483),102.0,2711.0,2316.0,2593.0,2737.0,2852.0,2926.0,2727.0,2466.0,2438.0,2806.0,11.0,176.0,165.0,20230102
"충북 청주시 청원구 사천동 233-223번지(사뜸로 61번길 88-14), 청주청원도서관 옥상(2층)",36.6662401,127.4749259,POINT (363709.4584022068 4058931.6413315907),102.0,1747.0,2865.0,2731.0,2792.0,2845.0,2724.0,2720.0,1574.0,1521.0,2815.0,5.0,182.0,165.0,20230102
충북 청주시 상당구 교동로139번길 20,36.6359862,127.5040362,POINT (366258.7942883392 4055534.37588047),102.0,1905.0,1969.0,2138.0,2221.0,2351.0,2627.0,2662.0,2451.0,2177.0,2857.0,5.0,125.0,204.0,20230102
"충북 청주시 상당구 용암동 1590(중흥로 29), 용암1동 주민센터 3층 옥상",36.6088273,127.5012512,POINT (365962.769409876 4052525.3266328513),102.0,2739.0,18735.0,17870.0,17239.0,10219.0,10545.0,14243.0,8994.0,6965.0,9131.0,5.0,255.0,289.0,20230102
충북 청주시 흥덕구 복대동,36.6352554,127.4386333,POINT (360409.9554348842 4055546.422020422),102.0,2606.0,2595.0,2684.0,2660.0,2908.0,2592.0,2804.0,2042.0,1880.0,2818.0,5.0,168.0,209.0,20230102
충청북도 청주시 청원구 오창읍 오창대로 197,36.7148573,127.4185301,POINT (358758.1721787642 4064406.8321068194),101.0,1399.0,1320.0,1376.0,1482.0,1650.0,1884.0,1987.0,1989.0,1749.0,2102.0,5.0,51.0,72.0,20230102
충청북도 청주시 서원구 원흥로 81,36.6133842,127.4680905,POINT (363004.9758504072 4053077.6461173724),102.0,2425.0,3425.0,3497.0,3774.0,4232.0,4186.0,3924.0,2677.0,2256.0,4292.0,11.0,253.0,366.0,20230102
충청북도 청주시 흥덕구 오송읍 오송생명로 150,36.6311519,127.3233677,POINT (350096.14946677117 4055264.996861825),102.0,3364.0,2767.0,2914.0,3276.0,3565.0,3674.0,3760.0,2631.0,2251.0,4053.0,11.0,234.0,108.0,20230102
충청북도 청주시 상당구 가덕면 보청대로 4650,36.55342,127.5487467,POINT (370117.8869453308 4046313.442768624),100.0,2649.0,2828.0,3046.0,3255.0,3315.0,3763.0,3386.0,2531.0,2320.0,3420.0,11.0,230.0,165.0,20230102
충청북도 청주시 흥덕구 봉명로 163 (봉명동),36.63989,127.4596434,POINT (362296.6933877157 4056030.2274517184),102.0,2645.0,4239.0,4222.0,4369.0,4526.0,4261.0,4303.0,1991.0,1799.0,4023.0,11.0,255.0,196.0,20230102
충청북도 청주시 상당구 가덕면 보청대로 4650,36.55342,127.5487467,POINT (370117.8869453308 4046313.442768624),94.0,1755.0,2236.0,2423.0,2536.0,2549.0,2525.0,2558.0,2661.0,2445.0,2709.0,5.0,156.0,588.0,20230112
충청북도 청주시 흥덕구 오송읍 오송생명로 150,36.6311519,127.3233677,POINT (350096.14946677117 4055264.996861825),96.0,1828.0,1671.0,1884.0,2149.0,2476.0,2797.0,2928.0,3283.0,2643.0,3123.0,5.0,118.0,595.0,20230112
