주소,Latitude,Longitude,geometry,AOT,B1,B2,B3,B4,B5,B6,B7,B8A,B11,B12,SCL,TCI,WVP,Date
전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상),34.8058866,126.3917259,POINT (261401.02330590712 3854618.1679930766),234.0,1753.0,1845.0,1950.0,2049.0,2091.0,2308.0,2350.0,2311.0,2029.0,2339.0,5.0,105.0,564.0,20210102
전남 목포시 삼향천로 28(옥암동),34.8042246,126.4345526,POINT (265314.92401776323 3854332.7432285873),234.0,1736.0,1715.0,1802.0,1837.0,1963.0,2019.0,2016.0,2216.0,2054.0,2134.0,5.0,83.0,443.0,20210102
전남 목포시 삼향천로 28(옥암동),34.8042246,126.4345526,POINT (265314.92401776323 3854332.7432285873),122.0,1701.0,2026.0,1850.0,1817.0,1759.0,1796.0,1851.0,1705.0,1538.0,1866.0,3.0,84.0,321.0,20210117
전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상),34.8058866,126.3917259,POINT (261401.02330590712 3854618.1679930766),126.0,2312.0,2833.0,2954.0,3031.0,2818.0,3068.0,3029.0,2802.0,2505.0,3245.0,5.0,206.0,380.0,20210117
전남 목포시 삼향천로 28(옥암동),34.8042246,126.4345526,POINT (265314.92401776323 3854332.7432285873),114.0,1589.0,2223.0,2316.0,2340.0,2491.0,2535.0,2694.0,2851.0,2585.0,2777.0,5.0,137.0,297.0,20210127
전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상),34.8058866,126.3917259,POINT (261401.02330590712 3854618.1679930766),114.0,1790.0,2549.0,2596.0,2785.0,2636.0,2584.0,2965.0,2803.0,2475.0,2980.0,5.0,184.0,281.0,20210127
전남 목포시 삼향천로 28(옥암동),34.8042246,126.4345526,POINT (265314.92401776323 3854332.7432285873),114.0,1784.0,2173.0,2260.0,2446.0,2672.0,2677.0,2799.0,3090.0,2883.0,2873.0,5.0,148.0,404.0,20210216
전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상),34.8058866,126.3917259,POINT (261401.02330590712 3854618.1679930766),114.0,1901.0,2343.0,2433.0,2552.0,2712.0,2672.0,2671.0,2903.0,2636.0,2913.0,5.0,158.0,413.0,20210216
전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상),34.8058866,126.3917259,POINT (261401.02330590712 3854618.1679930766),240.0,1811.0,2187.0,2406.0,2481.0,2778.0,2436.0,2939.0,2914.0,2617.0,2843.0,5.0,151.0,663.0,20210221
전남 목포시 삼향천로 28(옥암동),34.8042246,126.4345526,POINT (265314.92401776323 3854332.7432285873),240.0,1630.0,1947.0,2167.0,2364.0,2638.0,2639.0,2744.0,3120.0,2799.0,2788.0,5.0,140.0,722.0,20210221
전남 목포시 삼향천로 28(옥암동),34.8042246,126.4345526,POINT (265314.92401776323 3854332.7432285873),396.0,2002.0,2263.0,2398.0,2561.0,2927.0,2911.0,3006.0,3304.0,3053.0,3056.0,5.0,159.0,768.0,20210308
전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상),34.8058866,126.3917259,POINT (261401.02330590712 3854618.1679930766),396.0,2085.0,2497.0,2599.0,2697.0,2797.0,2853.0,3095.0,3114.0,2804.0,3085.0,5.0,174.0,809.0,20210308
전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상),34.8058866,126.3917259,POINT (261401.02330590712 3854618.1679930766),414.0,2082.0,2329.0,2469.0,2565.0,2534.0,2585.0,2665.0,2975.0,2592.0,2689.0,5.0,160.0,1180.0,20210313
전남 목포시 삼향천로 28(옥암동),34.8042246,126.4345526,POINT (265314.92401776323 3854332.7432285873),414.0,1934.0,2132.0,2301.0,2497.0,2738.0,2849.0,3019.0,3290.0,2882.0,3101.0,5.0,151.0,1106.0,20210313
전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상),34.8058866,126.3917259,POINT (261401.02330590712 3854618.1679930766),162.0,2464.0,2762.0,2934.0,3018.0,3102.0,3067.0,3222.0,3483.0,3161.0,3316.0,10.0,205.0,714.0,20210318
전남 목포시 삼향천로 28(옥암동),34.8042246,126.4345526,POINT (265314.92401776323 3854332.7432285873),162.0,2493.0,2826.0,2934.0,2888.0,3120.0,3305.0,3446.0,3580.0,3271.0,3465.0,10.0,192.0,714.0,20210318
전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상),34.8058866,126.3917259,POINT (261401.02330590712 3854618.1679930766),288.0,2101.0,2492.0,2712.0,2816.0,3120.0,3002.0,3154.0,3199.0,2923.0,3211.0,5.0,184.0,645.0,20210323
전남 목포시 삼향천로 28(옥암동),34.8042246,126.4345526,POINT (265314.92401776323 3854332.7432285873),288.0,1997.0,2256.0,2473.0,2623.0,2984.0,2986.0,3105.0,3350.0,2971.0,3146.0,5.0,167.0,661.0,20210323
전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상),34.8058866,126.3917259,POINT (261401.02330590712 3854618.1679930766),294.0,2148.0,2710.0,2845.0,2990.0,3106.0,3142.0,3134.0,3305.0,3153.0,3036.0,5.0,202.0,826.0,20210407
전남 목포시 삼향천로 28(옥암동),34.8042246,126.4345526,POINT (265314.92401776323 3854332.7432285873),300.0,1975.0,2286.0,2434.0,2577.0,2915.0,3133.0,3237.0,3519.0,3192.0,3320.0,5.0,161.0,798.0,20210407
전남 목포시 삼향천로 28(옥암동),34.8042246,126.4345526,POINT (265314.92401776323 3854332.7432285873),636.0,1850.0,2321.0,2674.0,2811.0,3230.0,3541.0,3536.0,3422.0,3024.0,3707.0,5.0,185.0,652.0,20210417
전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상),34.8058866,126.3917259,POINT (261401.02330590712 3854618.1679930766),636.0,2227.0,2987.0,3231.0,3323.0,3320.0,3619.0,3677.0,3525.0,3149.0,3668.0,8.0,237.0,637.0,20210417
전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상),34.8058866,126.3917259,POINT (261401.02330590712 3854618.1679930766),306.0,2253.0,2615.0,2941.0,2996.0,2983.0,3252.0,3525.0,3415.0,3124.0,3349.0,5.0,202.0,2383.0,20210512
전남 목포시 삼향천로 28(옥암동),34.8042246,126.4345526,POINT (265314.92401776323 3854332.7432285873),306.0,2049.0,1977.0,2319.0,2318.0,3020.0,3471.0,3542.0,3448.0,2891.0,3721.0,5.0,134.0,2217.0,20210512
전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상),34.8058866,126.3917259,POINT (261401.02330590712 3854618.1679930766),228.0,2251.0,2623.0,2957.0,2930.0,2993.0,3265.0,3273.0,3446.0,3185.0,3382.0,5.0,198.0,1659.0,20210522
전남 목포시 삼향천로 28(옥암동),34.8042246,126.4345526,POINT (265314.92401776323 3854332.7432285873),228.0,2050.0,2116.0,2398.0,2447.0,2966.0,3523.0,3616.0,3513.0,3028.0,3707.0,5.0,149.0,1551.0,20210522
전남 목포시 삼향천로 28(옥암동),34.8042246,126.4345526,POINT (265314.92401776323 3854332.7432285873),312.0,2256.0,2286.0,2547.0,2581.0,3210.0,3563.0,3819.0,3401.0,2836.0,3865.0,8.0,160.0,1698.0,20210601
전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상),34.8058866,126.3917259,POINT (261401.02330590712 3854618.1679930766),312.0,2279.0,2667.0,2921.0,2915.0,3068.0,3240.0,3287.0,3313.0,2983.0,3193.0,5.0,198.0,1705.0,20210601
전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상),34.8058866,126.3917259,POINT (261401.02330590712 3854618.1679930766),510.0,2209.0,2691.0,2929.0,3034.0,3366.0,3474.0,3621.0,3722.0,3460.0,3454.0,5.0,206.0,2555.0,20210606
전남 목포시 삼향천로 28(옥암동),34.8042246,126.4345526,POINT (265314.92401776323 3854332.7432285873),510.0,1897.0,2312.0,2573.0,2573.0,3047.0,3434.0,3737.0,3738.0,3336.0,3822.0,5.0,159.0,2421.0,20210606
전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상),34.8058866,126.3917259,POINT (261401.02330590712 3854618.1679930766),366.0,2329.0,2888.0,3014.0,3124.0,3158.0,3396.0,3752.0,3774.0,3388.0,3877.0,5.0,216.0,3335.0,20210626
전남 목포시 삼향천로 28(옥암동),34.8042246,126.4345526,POINT (265314.92401776323 3854332.7432285873),360.0,2027.0,2299.0,2490.0,2486.0,3051.0,3364.0,3566.0,3581.0,3208.0,3677.0,5.0,151.0,3189.0,20210626
전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상),34.8058866,126.3917259,POINT (261401.02330590712 3854618.1679930766),324.0,2285.0,2659.0,2973.0,3013.0,3187.0,3186.0,3453.0,3505.0,3125.0,3566.0,5.0,205.0,2712.0,20210701
전남 목포시 삼향천로 28(옥암동),34.8042246,126.4345526,POINT (265314.92401776323 3854332.7432285873),318.0,1875.0,2027.0,2340.0,2303.0,2900.0,3312.0,3485.0,3531.0,2853.0,3619.0,5.0,133.0,2601.0,20210701
전남 목포시 삼향천로 28(옥암동),34.8042246,126.4345526,POINT (265314.92401776323 3854332.7432285873),198.0,2206.0,2440.0,2624.0,2391.0,2969.0,3423.0,3790.0,3749.0,3205.0,4154.0,5.0,142.0,4427.0,20210716
전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상),34.8058866,126.3917259,POINT (261401.02330590712 3854618.1679930766),198.0,3301.0,3659.0,3724.0,3768.0,3911.0,3979.0,4296.0,4271.0,3714.0,4295.0,9.0,255.0,4296.0,20210716
전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상),34.8058866,126.3917259,POINT (261401.02330590712 3854618.1679930766),162.0,2296.0,2620.0,2907.0,2864.0,3087.0,3156.0,3572.0,3455.0,3199.0,3465.0,5.0,192.0,3367.0,20210721
전남 목포시 삼향천로 28(옥암동),34.8042246,126.4345526,POINT (265314.92401776323 3854332.7432285873),168.0,1966.0,2173.0,2418.0,2361.0,3022.0,3315.0,3551.0,3640.0,2980.0,3668.0,5.0,139.0,3405.0,20210721
전남 목포시 삼향천로 28(옥암동),34.8042246,126.4345526,POINT (265314.92401776323 3854332.7432285873),198.0,2001.0,2056.0,2319.0,2279.0,2902.0,3437.0,3501.0,3437.0,2757.0,3635.0,5.0,130.0,4361.0,20210731
전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상),34.8058866,126.3917259,POINT (261401.02330590712 3854618.1679930766),198.0,2244.0,2747.0,2986.0,3056.0,2964.0,3132.0,3488.0,3495.0,3184.0,3774.0,5.0,210.0,4590.0,20210731
전남 목포시 삼향천로 28(옥암동),34.8042246,126.4345526,POINT (265314.92401776323 3854332.7432285873),198.0,3182.0,2673.0,2130.0,1963.0,2341.0,2630.0,2965.0,2657.0,2723.0,3180.0,8.0,98.0,4990.0,20210805
전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상),34.8058866,126.3917259,POINT (261401.02330590712 3854618.1679930766),198.0,11357.0,10939.0,10429.0,10212.0,10858.0,10178.0,9786.0,7874.0,7195.0,9382.0,9.0,255.0,4990.0,20210805
전남 목포시 삼향천로 28(옥암동),34.8042246,126.4345526,POINT (265314.92401776323 3854332.7432285873),246.0,2416.0,2409.0,2627.0,2612.0,3348.0,3803.0,3886.0,3931.0,3117.0,4143.0,5.0,164.0,3793.0,20210810
전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상),34.8058866,126.3917259,POINT (261401.02330590712 3854618.1679930766),246.0,1621.0,1589.0,1561.0,1489.0,1495.0,1473.0,1577.0,1381.0,1298.0,1530.0,3.0,50.0,3628.0,20210810
전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상),34.8058866,126.3917259,POINT (261401.02330590712 3854618.1679930766),251.0,2038.0,2600.0,2819.0,2784.0,2903.0,3113.0,3301.0,3258.0,2856.0,3288.0,5.0,181.0,3945.0,20210815
전남 목포시 삼향천로 28(옥암동),34.8042246,126.4345526,POINT (265314.92401776323 3854332.7432285873),252.0,1981.0,2290.0,2601.0,2590.0,3108.0,3481.0,3802.0,3799.0,3218.0,3994.0,5.0,162.0,3352.0,20210815
전남 목포시 삼향천로 28(옥암동),34.8042246,126.4345526,POINT (265314.92401776323 3854332.7432285873),318.0,2128.0,2305.0,2557.0,2511.0,3243.0,3696.0,3903.0,3766.0,2988.0,4088.0,5.0,155.0,3690.0,20210820
전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상),34.8058866,126.3917259,POINT (261401.02330590712 3854618.1679930766),318.0,3811.0,4217.0,4233.0,4086.0,4314.0,4462.0,4516.0,4393.0,3729.0,4586.0,9.0,255.0,3572.0,20210820
전남 목포시 삼향천로 28(옥암동),34.8042246,126.4345526,POINT (265314.92401776323 3854332.7432285873),90.0,1831.0,2043.0,2272.0,2252.0,2729.0,3181.0,3314.0,3384.0,2863.0,3461.0,5.0,127.0,2893.0,20210919
전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상),34.8058866,126.3917259,POINT (261401.02330590712 3854618.1679930766),90.0,2121.0,2480.0,2698.0,2659.0,2655.0,2849.0,3013.0,3122.0,2783.0,3090.0,5.0,170.0,3134.0,20210919
전남 목포시 삼향천로 28(옥암동),34.8042246,126.4345526,POINT (265314.92401776323 3854332.7432285873),186.0,1715.0,2223.0,2366.0,2310.0,2733.0,3011.0,3211.0,3467.0,2898.0,3487.0,5.0,135.0,2355.0,20210924
전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상),34.8058866,126.3917259,POINT (261401.02330590712 3854618.1679930766),186.0,1678.0,1713.0,1733.0,1734.0,1811.0,1847.0,1916.0,1764.0,1641.0,1999.0,3.0,74.0,2338.0,20210924
전남 목포시 삼향천로 28(옥암동),34.8042246,126.4345526,POINT (265314.92401776323 3854332.7432285873),174.0,1842.0,1946.0,2186.0,2203.0,2859.0,3070.0,3199.0,3202.0,2722.0,3371.0,5.0,123.0,3619.0,20211009
전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상),34.8058866,126.3917259,POINT (261401.02330590712 3854618.1679930766),174.0,2057.0,2236.0,2458.0,2454.0,2658.0,2919.0,2923.0,3053.0,2641.0,2932.0,5.0,146.0,3792.0,20211009
전남 목포시 삼향천로 28(옥암동),34.8042246,126.4345526,POINT (265314.92401776323 3854332.7432285873),258.0,1800.0,2038.0,2223.0,2249.0,2787.0,3099.0,3159.0,3149.0,2592.0,3374.0,5.0,127.0,1387.0,20211019
전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상),34.8058866,126.3917259,POINT (261401.02330590712 3854618.1679930766),258.0,2029.0,2088.0,2262.0,2283.0,2659.0,2577.0,2834.0,2747.0,2426.0,2907.0,5.0,132.0,1252.0,20211019
전남 목포시 삼향천로 28(옥암동),34.8042246,126.4345526,POINT (265314.92401776323 3854332.7432285873),132.0,2203.0,2561.0,2530.0,2422.0,2626.0,2893.0,3064.0,2618.0,2281.0,3171.0,10.0,145.0,654.0,20211024
전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상),34.8058866,126.3917259,POINT (261401.02330590712 3854618.1679930766),132.0,2175.0,2636.0,2630.0,2625.0,2746.0,2726.0,2848.0,2478.0,2282.0,2901.0,8.0,166.0,654.0,20211024
전남 목포시 삼향천로 28(옥암동),34.8042246,126.4345526,POINT (265314.92401776323 3854332.7432285873),156.0,1873.0,2235.0,2292.0,2228.0,2532.0,2677.0,2884.0,2796.0,2319.0,3268.0,5.0,123.0,993.0,20211029
전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상),34.8058866,126.3917259,POINT (261401.02330590712 3854618.1679930766),156.0,2175.0,2819.0,2960.0,2997.0,2789.0,3277.0,3096.0,2937.0,2584.0,3181.0,5.0,202.0,1008.0,20211029
전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상),34.8058866,126.3917259,POINT (261401.02330590712 3854618.1679930766),258.0,1869.0,2345.0,2464.0,2568.0,2578.0,2770.0,2922.0,2847.0,2589.0,3044.0,5.0,161.0,1421.0,20211103
전남 목포시 삼향천로 28(옥암동),34.8042246,126.4345526,POINT (265314.92401776323 3854332.7432285873),258.0,1610.0,2193.0,2304.0,2359.0,2582.0,2714.0,3024.0,3214.0,2774.0,3137.0,5.0,138.0,1454.0,20211103
전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상),34.8058866,126.3917259,POINT (261401.02330590712 3854618.1679930766),210.0,5104.0,5519.0,5086.0,4926.0,5150.0,5134.0,5042.0,5238.0,4910.0,5025.0,9.0,255.0,916.0,20211113
전남 목포시 삼향천로 28(옥암동),34.8042246,126.4345526,POINT (265314.92401776323 3854332.7432285873),210.0,3791.0,3564.0,3535.0,3509.0,3679.0,3762.0,3795.0,3992.0,3736.0,3944.0,8.0,255.0,916.0,20211113
전남 목포시 삼향천로 28(옥암동),34.8042246,126.4345526,POINT (265314.92401776323 3854332.7432285873),270.0,1699.0,2082.0,2329.0,2442.0,2729.0,2864.0,2908.0,3179.0,2695.0,3015.0,5.0,147.0,763.0,20211118
전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상),34.8058866,126.3917259,POINT (261401.02330590712 3854618.1679930766),270.0,1898.0,2076.0,2329.0,2335.0,2473.0,2820.0,2421.0,2732.0,2383.0,2628.0,5.0,137.0,820.0,20211118
전남 목포시 삼향천로 28(옥암동),34.8042246,126.4345526,POINT (265314.92401776323 3854332.7432285873),132.0,2710.0,2811.0,2854.0,2830.0,2982.0,3181.0,3223.0,3079.0,2661.0,3435.0,8.0,185.0,446.0,20211128
전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상),34.8058866,126.3917259,POINT (261401.02330590712 3854618.1679930766),132.0,2170.0,2695.0,2719.0,2822.0,2795.0,2786.0,2767.0,2574.0,2399.0,3029.0,8.0,184.0,446.0,20211128
전남 목포시 삼향천로 28(옥암동),34.8042246,126.4345526,POINT (265314.92401776323 3854332.7432285873),144.0,1731.0,1830.0,1798.0,1944.0,2139.0,2181.0,2075.0,1662.0,2397.0,8.0,182.0,457.0,,20211128
전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상),34.8058866,126.3917259,POINT (261401.02330590712 3854618.1679930766),144.0,1645.0,1711.0,1804.0,1767.0,1752.0,1732.0,1569.0,1398.0,1999.0,8.0,185.0,457.0,,20211128
전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상),34.8058866,126.3917259,POINT (261401.02330590712 3854618.1679930766),210.0,1819.0,2351.0,2571.0,2569.0,2658.0,2803.0,2716.0,2632.0,2361.0,2578.0,5.0,160.0,644.0,20211208
전남 목포시 삼향천로 28(옥암동),34.8042246,126.4345526,POINT (265314.92401776323 3854332.7432285873),210.0,1663.0,2050.0,2298.0,2294.0,2608.0,2731.0,2901.0,3146.0,2724.0,3008.0,5.0,133.0,568.0,20211208
전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상),34.8058866,126.3917259,POINT (261401.02330590712 3854618.1679930766),120.0,4167.0,4376.0,4229.0,4305.0,4345.0,4377.0,4452.0,5204.0,4939.0,4545.0,8.0,255.0,284.0,20211213
전남 목포시 삼향천로 28(옥암동),34.8042246,126.4345526,POINT (265314.92401776323 3854332.7432285873),120.0,1830.0,2419.0,2346.0,2288.0,2467.0,2442.0,2558.0,2722.0,2380.0,2693.0,7.0,131.0,284.0,20211213
전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상),34.8058866,126.3917259,POINT (261401.02330590712 3854618.1679930766),192.0,1706.0,2451.0,2531.0,2693.0,2590.0,2654.0,2728.0,2674.0,2506.0,2782.0,5.0,175.0,452.0,20211223
전남 목포시 삼향천로 28(옥암동),34.8042246,126.4345526,POINT (265314.92401776323 3854332.7432285873),192.0,1580.0,2268.0,2367.0,2362.0,2425.0,2644.0,2729.0,3166.0,2802.0,2898.0,5.0,139.0,367.0,20211223
