도로명주소,Latitude,Longitude,geometry,AOT,B1,B2,B3,B4,B5,B6,B7,B8A,B11,B12,SCL,TCI,WVP,Date
충남 아산시 배방읍 배방로 38,36.7711814,127.0617795,POINT (327019.94021236553 4071241.106559802),108.0,1861.0,1792.0,1825.0,1821.0,1919.0,2019.0,1982.0,1899.0,1599.0,2006.0,5.0,85.0,489.0,20190113
충남 아산시 모종동 573-2,36.7826998,127.0146102,POINT (322836.27612184617 4072605.3803751846),108.0,1971.0,1906.0,1984.0,1954.0,1986.0,2093.0,2108.0,2184.0,1918.0,2194.0,5.0,97.0,334.0,20190113
충남 아산시 모종동 573-2,36.7826998,127.0146102,POINT (322836.27612184617 4072605.3803751846),324.0,2509.0,2426.0,2546.0,2520.0,2550.0,2537.0,2524.0,2763.0,2338.0,2647.0,8.0,153.0,399.0,20190123
충청남도 아산시 송악면 송악로 790,36.7316409,127.008961,POINT (322214.2680554545 4066950.9830622626),324.0,1962.0,2002.0,2062.0,2083.0,2189.0,2275.0,2346.0,2995.0,2435.0,2543.0,5.0,112.0,438.0,20190123
충청남도 아산시 인주면 인주산단로 23-28,36.8734759,126.8795433,POINT (311005.7654614598 4082935.8596934597),324.0,2639.0,2760.0,2846.0,3060.0,3246.0,3345.0,3509.0,4106.0,3341.0,3719.0,8.0,211.0,399.0,20190123
충청남도 아산시 둔포면 중앙공원로 43,36.9202752,127.0608668,POINT (327274.32121116144 4087784.4709480437),324.0,2652.0,2721.0,2737.0,2853.0,2994.0,3104.0,3240.0,3727.0,2971.0,3331.0,8.0,191.0,399.0,20190123
충남 아산시 도고면 기곡리 296-4,36.762523,126.8887276,POINT (311552.49051921687 4070607.3464196227),324.0,1927.0,1916.0,2072.0,2353.0,2627.0,2777.0,2938.0,3741.0,3040.0,3109.0,5.0,136.0,479.0,20190123
충청남도 아산시 배방읍 장재리 2116,36.7844748,127.1013253,POINT (330578.923441488 4072645.1873399825),324.0,1952.0,1904.0,2012.0,2109.0,2319.0,2433.0,2531.0,2727.0,2407.0,2597.0,5.0,110.0,461.0,20190123
충남 아산시 배방읍 배방로 38,36.7711814,127.0617795,POINT (327019.94021236553 4071241.106559802),324.0,2010.0,1955.0,2029.0,2056.0,2173.0,2283.0,2250.0,2103.0,1821.0,2273.0,5.0,108.0,463.0,20190123
충남 아산시 모종동 573-2,36.7826998,127.0146102,POINT (322836.27612184617 4072605.3803751846),336.0,1368.0,1566.0,1736.0,1774.0,1875.0,1859.0,1941.0,2189.0,1981.0,2130.0,5.0,78.0,130.0,20190128
충남 아산시 도고면 기곡리 296-4,36.762523,126.8887276,POINT (311552.49051921687 4070607.3464196227),329.0,1427.0,1449.0,1735.0,2161.0,2422.0,2632.0,2821.0,3626.0,2964.0,3037.0,5.0,114.0,161.0,20190128
충청남도 아산시 둔포면 중앙공원로 43,36.9202752,127.0608668,POINT (327274.32121116144 4087784.4709480437),336.0,878.0,1191.0,1505.0,1945.0,2247.0,2497.0,2733.0,3492.0,2788.0,3067.0,5.0,99.0,129.0,20190128
충남 아산시 배방읍 배방로 38,36.7711814,127.0617795,POINT (327019.94021236553 4071241.106559802),342.0,1007.0,1074.0,1261.0,1379.0,1507.0,1586.0,1637.0,1989.0,1754.0,1755.0,5.0,39.0,193.0,20190128
충청남도 아산시 송악면 송악로 790,36.7316409,127.008961,POINT (322214.2680554545 4066950.9830622626),336.0,1524.0,1620.0,1678.0,1689.0,1737.0,1858.0,1971.0,2640.0,2200.0,2249.0,5.0,71.0,174.0,20190128
충청남도 아산시 배방읍 장재리 2116,36.7844748,127.1013253,POINT (330578.923441488 4072645.1873399825),348.0,1246.0,1115.0,1346.0,1549.0,1793.0,2040.0,2141.0,2603.0,2312.0,2336.0,5.0,56.0,123.0,20190128
충청남도 아산시 인주면 인주산단로 23-28,36.8734759,126.8795433,POINT (311005.7654614598 4082935.8596934597),324.0,1171.0,1730.0,2073.0,2405.0,2670.0,2862.0,2937.0,3519.0,3019.0,3200.0,5.0,141.0,274.0,20190128
충남 아산시 모종동 573-2,36.7826998,127.0146102,POINT (322836.27612184617 4072605.3803751846),360.0,2630.0,2602.0,2641.0,2487.0,2453.0,2516.0,2616.0,2675.0,2451.0,2777.0,10.0,151.0,283.0,20190207
충남 아산시 배방읍 배방로 38,36.7711814,127.0617795,POINT (327019.94021236553 4071241.106559802),366.0,1821.0,1915.0,2034.0,2065.0,2306.0,2234.0,2258.0,2619.0,2256.0,2436.0,10.0,110.0,283.0,20190207
충남 아산시 도고면 기곡리 296-4,36.762523,126.8887276,POINT (311552.49051921687 4070607.3464196227),342.0,2824.0,2610.0,2733.0,2994.0,3206.0,3315.0,3462.0,3834.0,3179.0,3652.0,8.0,206.0,283.0,20190207
충청남도 아산시 송악면 송악로 790,36.7316409,127.008961,POINT (322214.2680554545 4066950.9830622626),354.0,2129.0,2046.0,2044.0,2089.0,2161.0,2218.0,2268.0,2903.0,2534.0,2528.0,10.0,113.0,283.0,20190207
충청남도 아산시 인주면 인주산단로 23-28,36.8734759,126.8795433,POINT (311005.7654614598 4082935.8596934597),342.0,3244.0,3308.0,3351.0,3470.0,3666.0,3752.0,3796.0,3610.0,3121.0,3914.0,8.0,251.0,283.0,20190207
충청남도 아산시 배방읍 장재리 2116,36.7844748,127.1013253,POINT (330578.923441488 4072645.1873399825),372.0,2130.0,2316.0,2385.0,2504.0,2583.0,2711.0,2769.0,3166.0,2805.0,2871.0,10.0,156.0,283.0,20190207
충청남도 아산시 둔포면 중앙공원로 43,36.9202752,127.0608668,POINT (327274.32121116144 4087784.4709480437),378.0,2668.0,2719.0,2724.0,2869.0,3026.0,3113.0,3215.0,3511.0,2949.0,3390.0,8.0,190.0,283.0,20190207
충청남도 아산시 송악면 송악로 790,36.7316409,127.008961,POINT (322214.2680554545 4066950.9830622626),102.0,1945.0,1912.0,1912.0,1857.0,1931.0,2027.0,2072.0,2750.0,2240.0,2522.0,5.0,88.0,163.0,20190217
충남 아산시 모종동 573-2,36.7826998,127.0146102,POINT (322836.27612184617 4072605.3803751846),102.0,1724.0,1824.0,1931.0,1910.0,1946.0,1972.0,2045.0,2153.0,1954.0,2112.0,5.0,90.0,124.0,20190217
충남 아산시 배방읍 배방로 38,36.7711814,127.0617795,POINT (327019.94021236553 4071241.106559802),102.0,1543.0,1488.0,1558.0,1603.0,1758.0,1814.0,1846.0,2067.0,1829.0,2050.0,5.0,64.0,153.0,20190217
충남 아산시 도고면 기곡리 296-4,36.762523,126.8887276,POINT (311552.49051921687 4070607.3464196227),102.0,1858.0,1725.0,1909.0,2220.0,2454.0,2666.0,2811.0,3611.0,2957.0,2983.0,5.0,123.0,209.0,20190217
충청남도 아산시 둔포면 중앙공원로 43,36.9202752,127.0608668,POINT (327274.32121116144 4087784.4709480437),102.0,1439.0,1604.0,1760.0,2099.0,2297.0,2509.0,2726.0,3603.0,2916.0,3050.0,5.0,113.0,211.0,20190217
충청남도 아산시 인주면 인주산단로 23-28,36.8734759,126.8795433,POINT (311005.7654614598 4082935.8596934597),102.0,1662.0,1999.0,2224.0,2485.0,2709.0,2915.0,2989.0,3562.0,2974.0,3290.0,5.0,150.0,281.0,20190217
충청남도 아산시 배방읍 장재리 2116,36.7844748,127.1013253,POINT (330578.923441488 4072645.1873399825),102.0,1897.0,1875.0,1949.0,2036.0,2214.0,2401.0,2535.0,2556.0,2322.0,2648.0,5.0,109.0,236.0,20190217
충청남도 아산시 배방읍 장재리 2116,36.7844748,127.1013253,POINT (330578.923441488 4072645.1873399825),485.0,2564.0,2503.0,2569.0,2618.0,2780.0,2871.0,2908.0,3024.0,2566.0,2972.0,5.0,164.0,806.0,20190304
충청남도 아산시 송악면 송악로 790,36.7316409,127.008961,POINT (322214.2680554545 4066950.9830622626),540.0,2522.0,2514.0,2543.0,2518.0,2597.0,2628.0,2749.0,3214.0,2675.0,2903.0,5.0,155.0,703.0,20190304
충남 아산시 모종동 573-2,36.7826998,127.0146102,POINT (322836.27612184617 4072605.3803751846),528.0,2529.0,2492.0,2517.0,2495.0,2520.0,2547.0,2512.0,2615.0,2275.0,2657.0,5.0,153.0,725.0,20190304
충남 아산시 배방읍 배방로 38,36.7711814,127.0617795,POINT (327019.94021236553 4071241.106559802),504.0,2519.0,2488.0,2547.0,2547.0,2709.0,2679.0,2767.0,2595.0,2251.0,2700.0,5.0,157.0,746.0,20190304
충청남도 아산시 인주면 인주산단로 23-28,36.8734759,126.8795433,POINT (311005.7654614598 4082935.8596934597),558.0,2672.0,2685.0,2732.0,2873.0,2999.0,3090.0,3186.0,3522.0,3025.0,3296.0,5.0,191.0,703.0,20190304
충청남도 아산시 둔포면 중앙공원로 43,36.9202752,127.0608668,POINT (327274.32121116144 4087784.4709480437),438.0,3129.0,3033.0,2951.0,3020.0,3165.0,3214.0,3302.0,3858.0,3135.0,3464.0,8.0,206.0,690.0,20190304
충남 아산시 도고면 기곡리 296-4,36.762523,126.8887276,POINT (311552.49051921687 4070607.3464196227),582.0,2619.0,2492.0,2574.0,2726.0,2942.0,3078.0,3121.0,3805.0,3139.0,3253.0,5.0,175.0,710.0,20190304
충청남도 아산시 둔포면 중앙공원로 43,36.9202752,127.0608668,POINT (327274.32121116144 4087784.4709480437),108.0,1868.0,1908.0,2059.0,2301.0,2476.0,2713.0,2911.0,3849.0,3124.0,3167.0,5.0,134.0,421.0,20190314
충청남도 아산시 인주면 인주산단로 23-28,36.8734759,126.8795433,POINT (311005.7654614598 4082935.8596934597),108.0,1929.0,2099.0,2288.0,2501.0,2753.0,2928.0,3028.0,3636.0,3078.0,3183.0,5.0,150.0,529.0,20190314
충청남도 아산시 배방읍 장재리 2116,36.7844748,127.1013253,POINT (330578.923441488 4072645.1873399825),108.0,1958.0,1773.0,1923.0,1995.0,2294.0,2506.0,2542.0,2898.0,2581.0,2729.0,5.0,102.0,385.0,20190314
충청남도 아산시 송악면 송악로 790,36.7316409,127.008961,POINT (322214.2680554545 4066950.9830622626),108.0,2073.0,2012.0,2072.0,2051.0,2252.0,2214.0,2212.0,3077.0,2717.0,2711.0,5.0,108.0,445.0,20190314
충남 아산시 도고면 기곡리 296-4,36.762523,126.8887276,POINT (311552.49051921687 4070607.3464196227),110.0,1984.0,1883.0,2073.0,2314.0,2542.0,2732.0,2924.0,3819.0,3153.0,3059.0,5.0,136.0,387.0,20190314
충남 아산시 배방읍 배방로 38,36.7711814,127.0617795,POINT (327019.94021236553 4071241.106559802),108.0,1814.0,1894.0,2114.0,2213.0,2485.0,2538.0,2666.0,2665.0,2457.0,2770.0,5.0,122.0,588.0,20190314
충남 아산시 모종동 573-2,36.7826998,127.0146102,POINT (322836.27612184617 4072605.3803751846),108.0,2035.0,1993.0,2110.0,2147.0,2123.0,2250.0,2216.0,2514.0,2216.0,2387.0,5.0,114.0,348.0,20190314
충남 아산시 모종동 573-2,36.7826998,127.0146102,POINT (322836.27612184617 4072605.3803751846),1008.0,1988.0,2097.0,2246.0,2232.0,2384.0,2305.0,2391.0,2728.0,2367.0,2581.0,5.0,123.0,1039.0,20190319
충남 아산시 배방읍 배방로 38,36.7711814,127.0617795,POINT (327019.94021236553 4071241.106559802),990.0,1723.0,2002.0,2147.0,2264.0,2481.0,2688.0,2728.0,3155.0,2749.0,2811.0,5.0,130.0,1094.0,20190319
충남 아산시 도고면 기곡리 296-4,36.762523,126.8887276,POINT (311552.49051921687 4070607.3464196227),1056.0,2231.0,2259.0,2385.0,2613.0,2831.0,3019.0,3214.0,4086.0,3351.0,3307.0,5.0,164.0,1203.0,20190319
충청남도 아산시 둔포면 중앙공원로 43,36.9202752,127.0608668,POINT (327274.32121116144 4087784.4709480437),1019.0,1609.0,1903.0,2048.0,2359.0,2630.0,2911.0,3115.0,4155.0,3315.0,3379.0,5.0,139.0,1030.0,20190319
충청남도 아산시 송악면 송악로 790,36.7316409,127.008961,POINT (322214.2680554545 4066950.9830622626),995.0,2017.0,2242.0,2269.0,2260.0,2315.0,2421.0,2582.0,3374.0,2854.0,2777.0,5.0,128.0,1031.0,20190319
충청남도 아산시 인주면 인주산단로 23-28,36.8734759,126.8795433,POINT (311005.7654614598 4082935.8596934597),1086.0,2115.0,2378.0,2598.0,2668.0,2926.0,3221.0,3265.0,3937.0,3336.0,3493.0,5.0,170.0,1268.0,20190319
충청남도 아산시 배방읍 장재리 2116,36.7844748,127.1013253,POINT (330578.923441488 4072645.1873399825),974.0,1816.0,1811.0,2024.0,2086.0,2398.0,2676.0,2830.0,3164.0,2724.0,2954.0,5.0,112.0,1029.0,20190319
충남 아산시 도고면 기곡리 296-4,36.762523,126.8887276,POINT (311552.49051921687 4070607.3464196227),114.0,1890.0,1691.0,1907.0,2176.0,2495.0,2704.0,2920.0,3581.0,2916.0,3070.0,5.0,120.0,285.0,20190324
충청남도 아산시 송악면 송악로 790,36.7316409,127.008961,POINT (322214.2680554545 4066950.9830622626),108.0,2055.0,2034.0,2128.0,2061.0,2193.0,2310.0,2378.0,3291.0,2801.0,2802.0,5.0,110.0,336.0,20190324
충청남도 아산시 배방읍 장재리 2116,36.7844748,127.1013253,POINT (330578.923441488 4072645.1873399825),114.0,1780.0,1592.0,1765.0,1876.0,2247.0,2589.0,2645.0,2908.0,2458.0,2807.0,5.0,91.0,327.0,20190324
충청남도 아산시 인주면 인주산단로 23-28,36.8734759,126.8795433,POINT (311005.7654614598 4082935.8596934597),114.0,1802.0,1991.0,2340.0,2535.0,2789.0,3034.0,3191.0,3711.0,3045.0,3409.0,5.0,154.0,491.0,20190324
충청남도 아산시 둔포면 중앙공원로 43,36.9202752,127.0608668,POINT (327274.32121116144 4087784.4709480437),114.0,1593.0,1683.0,1921.0,2216.0,2468.0,2898.0,3062.0,3970.0,3090.0,3339.0,5.0,124.0,367.0,20190324
충남 아산시 배방읍 배방로 38,36.7711814,127.0617795,POINT (327019.94021236553 4071241.106559802),114.0,1674.0,1877.0,2153.0,2280.0,2543.0,2809.0,2779.0,2826.0,2433.0,2872.0,5.0,128.0,377.0,20190324
충남 아산시 모종동 573-2,36.7826998,127.0146102,POINT (322836.27612184617 4072605.3803751846),114.0,1976.0,1920.0,2085.0,2108.0,2044.0,2059.0,2201.0,2471.0,2265.0,2379.0,5.0,113.0,257.0,20190324
충청남도 아산시 인주면 인주산단로 23-28,36.8734759,126.8795433,POINT (311005.7654614598 4082935.8596934597),126.0,1944.0,2192.0,2411.0,2629.0,2883.0,3035.0,3209.0,3828.0,3263.0,3417.0,5.0,164.0,779.0,20190329
충남 아산시 모종동 573-2,36.7826998,127.0146102,POINT (322836.27612184617 4072605.3803751846),126.0,2051.0,2112.0,2202.0,2220.0,2302.0,2352.0,2344.0,2664.0,2451.0,2473.0,5.0,124.0,552.0,20190329
충남 아산시 배방읍 배방로 38,36.7711814,127.0617795,POINT (327019.94021236553 4071241.106559802),126.0,1829.0,2042.0,2303.0,2434.0,2613.0,2766.0,3016.0,3203.0,2827.0,3098.0,5.0,145.0,735.0,20190329
충청남도 아산시 송악면 송악로 790,36.7316409,127.008961,POINT (322214.2680554545 4066950.9830622626),128.0,2097.0,2167.0,2231.0,2219.0,2369.0,2356.0,2706.0,3358.0,2885.0,2860.0,5.0,124.0,589.0,20190329
충청남도 아산시 배방읍 장재리 2116,36.7844748,127.1013253,POINT (330578.923441488 4072645.1873399825),126.0,1941.0,1838.0,1975.0,2047.0,2395.0,2698.0,2855.0,3054.0,2688.0,2944.0,5.0,108.0,775.0,20190329
충남 아산시 도고면 기곡리 296-4,36.762523,126.8887276,POINT (311552.49051921687 4070607.3464196227),132.0,2086.0,1965.0,2167.0,2428.0,2732.0,2976.0,3117.0,3968.0,3365.0,3307.0,5.0,142.0,670.0,20190329
충청남도 아산시 둔포면 중앙공원로 43,36.9202752,127.0608668,POINT (327274.32121116144 4087784.4709480437),126.0,1808.0,1942.0,2087.0,2300.0,2541.0,2998.0,3126.0,3865.0,3193.0,3441.0,5.0,133.0,674.0,20190329
충남 아산시 모종동 573-2,36.7826998,127.0146102,POINT (322836.27612184617 4072605.3803751846),108.0,1965.0,1927.0,2140.0,2160.0,2219.0,2257.0,2329.0,2671.0,2359.0,2428.0,5.0,116.0,323.0,20190403
충남 아산시 배방읍 배방로 38,36.7711814,127.0617795,POINT (327019.94021236553 4071241.106559802),108.0,1790.0,2019.0,2244.0,2428.0,2613.0,2845.0,2966.0,3089.0,2812.0,3201.0,5.0,149.0,491.0,20190403
충남 아산시 도고면 기곡리 296-4,36.762523,126.8887276,POINT (311552.49051921687 4070607.3464196227),108.0,1999.0,1879.0,2134.0,2417.0,2717.0,3062.0,3131.0,3960.0,3264.0,3362.0,5.0,143.0,287.0,20190403
충청남도 아산시 둔포면 중앙공원로 43,36.9202752,127.0608668,POINT (327274.32121116144 4087784.4709480437),108.0,1698.0,1775.0,1937.0,2153.0,2486.0,2998.0,3197.0,3900.0,3082.0,3426.0,5.0,120.0,332.0,20190403
충청남도 아산시 인주면 인주산단로 23-28,36.8734759,126.8795433,POINT (311005.7654614598 4082935.8596934597),108.0,1892.0,2108.0,2322.0,2594.0,2929.0,3164.0,3286.0,3826.0,3215.0,3505.0,5.0,164.0,388.0,20190403
충청남도 아산시 배방읍 장재리 2116,36.7844748,127.1013253,POINT (330578.923441488 4072645.1873399825),108.0,1932.0,1746.0,1904.0,1987.0,2316.0,2648.0,2844.0,3043.0,2591.0,2954.0,5.0,102.0,258.0,20190403
충청남도 아산시 송악면 송악로 790,36.7316409,127.008961,POINT (322214.2680554545 4066950.9830622626),108.0,2149.0,2139.0,2245.0,2221.0,2297.0,2347.0,2483.0,3431.0,2797.0,2793.0,5.0,125.0,286.0,20190403
충청남도 아산시 배방읍 장재리 2116,36.7844748,127.1013253,POINT (330578.923441488 4072645.1873399825),132.0,1914.0,1860.0,2010.0,2056.0,2465.0,2854.0,2989.0,3112.0,2701.0,3077.0,5.0,109.0,892.0,20190408
충청남도 아산시 인주면 인주산단로 23-28,36.8734759,126.8795433,POINT (311005.7654614598 4082935.8596934597),132.0,1845.0,2135.0,2366.0,2622.0,2858.0,3116.0,3285.0,3832.0,3306.0,3437.0,5.0,165.0,754.0,20190408
충청남도 아산시 둔포면 중앙공원로 43,36.9202752,127.0608668,POINT (327274.32121116144 4087784.4709480437),132.0,1719.0,1878.0,2038.0,2232.0,2556.0,3087.0,3311.0,3799.0,3068.0,3550.0,5.0,127.0,805.0,20190408
충남 아산시 도고면 기곡리 296-4,36.762523,126.8887276,POINT (311552.49051921687 4070607.3464196227),132.0,2041.0,1968.0,2188.0,2461.0,2731.0,3021.0,3212.0,3932.0,3385.0,3360.0,5.0,146.0,767.0,20190408
충남 아산시 배방읍 배방로 38,36.7711814,127.0617795,POINT (327019.94021236553 4071241.106559802),132.0,1804.0,2050.0,2263.0,2446.0,2727.0,2875.0,3029.0,3227.0,2894.0,3099.0,5.0,148.0,776.0,20190408
충청남도 아산시 송악면 송악로 790,36.7316409,127.008961,POINT (322214.2680554545 4066950.9830622626),132.0,2075.0,2217.0,2260.0,2283.0,2352.0,2529.0,2757.0,3464.0,3016.0,2976.0,5.0,131.0,646.0,20190408
충남 아산시 모종동 573-2,36.7826998,127.0146102,POINT (322836.27612184617 4072605.3803751846),132.0,2042.0,2108.0,2232.0,2262.0,2241.0,2419.0,2476.0,2733.0,2474.0,2582.0,5.0,131.0,639.0,20190408
충남 아산시 도고면 기곡리 296-4,36.762523,126.8887276,POINT (311552.49051921687 4070607.3464196227),132.0,2080.0,1882.0,2187.0,2468.0,2797.0,3195.0,3309.0,4015.0,3237.0,3489.0,5.0,152.0,535.0,20190413
충청남도 아산시 송악면 송악로 790,36.7316409,127.008961,POINT (322214.2680554545 4066950.9830622626),126.0,2128.0,2178.0,2279.0,2273.0,2245.0,2425.0,2562.0,3521.0,2988.0,2969.0,5.0,130.0,636.0,20190413
충청남도 아산시 인주면 인주산단로 23-28,36.8734759,126.8795433,POINT (311005.7654614598 4082935.8596934597),132.0,2807.0,2855.0,2997.0,3053.0,3224.0,3403.0,3564.0,3946.0,3494.0,3661.0,10.0,209.0,563.0,20190413
충청남도 아산시 둔포면 중앙공원로 43,36.9202752,127.0608668,POINT (327274.32121116144 4087784.4709480437),132.0,1767.0,1844.0,2070.0,2186.0,2621.0,3340.0,3568.0,3925.0,3057.0,3857.0,5.0,123.0,650.0,20190413
충청남도 아산시 배방읍 장재리 2116,36.7844748,127.1013253,POINT (330578.923441488 4072645.1873399825),132.0,1940.0,1716.0,1943.0,1953.0,2396.0,2905.0,3125.0,3030.0,2556.0,3225.0,5.0,97.0,722.0,20190413
충남 아산시 배방읍 배방로 38,36.7711814,127.0617795,POINT (327019.94021236553 4071241.106559802),132.0,1831.0,2007.0,2257.0,2458.0,2713.0,3042.0,3176.0,3001.0,2743.0,3408.0,5.0,150.0,787.0,20190413
충남 아산시 모종동 573-2,36.7826998,127.0146102,POINT (322836.27612184617 4072605.3803751846),132.0,2094.0,2109.0,2253.0,2246.0,2349.0,2341.0,2451.0,2780.0,2439.0,2571.0,5.0,126.0,556.0,20190413
충청남도 아산시 송악면 송악로 790,36.7316409,127.008961,POINT (322214.2680554545 4066950.9830622626),150.0,2156.0,2289.0,2447.0,2380.0,2630.0,2792.0,2916.0,3682.0,3125.0,3227.0,5.0,141.0,671.0,20190503
충남 아산시 모종동 573-2,36.7826998,127.0146102,POINT (322836.27612184617 4072605.3803751846),150.0,2099.0,2180.0,2354.0,2415.0,2495.0,2458.0,2675.0,2992.0,2671.0,2783.0,5.0,143.0,667.0,20190503
충남 아산시 배방읍 배방로 38,36.7711814,127.0617795,POINT (327019.94021236553 4071241.106559802),150.0,1760.0,1854.0,2149.0,2140.0,2686.0,3496.0,3821.0,3263.0,2718.0,3937.0,5.0,114.0,940.0,20190503
충남 아산시 도고면 기곡리 296-4,36.762523,126.8887276,POINT (311552.49051921687 4070607.3464196227),156.0,1977.0,1857.0,2175.0,2345.0,2718.0,3391.0,3561.0,3834.0,3090.0,3776.0,5.0,139.0,824.0,20190503
충청남도 아산시 둔포면 중앙공원로 43,36.9202752,127.0608668,POINT (327274.32121116144 4087784.4709480437),150.0,1494.0,1560.0,1900.0,1750.0,2436.0,4094.0,4347.0,3450.0,2521.0,4613.0,4.0,77.0,758.0,20190503
충청남도 아산시 인주면 인주산단로 23-28,36.8734759,126.8795433,POINT (311005.7654614598 4082935.8596934597),150.0,1806.0,2047.0,2349.0,2556.0,2955.0,3250.0,3540.0,3766.0,3068.0,3668.0,5.0,158.0,769.0,20190503
충청남도 아산시 배방읍 장재리 2116,36.7844748,127.1013253,POINT (330578.923441488 4072645.1873399825),150.0,1904.0,1627.0,1963.0,1789.0,2449.0,3606.0,3700.0,3023.0,2482.0,3830.0,4.0,81.0,824.0,20190503
충남 아산시 배방읍 배방로 38,36.7711814,127.0617795,POINT (327019.94021236553 4071241.106559802),312.0,1738.0,1835.0,2052.0,2015.0,2295.0,2966.0,3166.0,2791.0,2402.0,3253.0,5.0,104.0,940.0,20190508
