도로명주소,Latitude,Longitude,geometry,AOT,B1,B2,B3,B4,B5,B6,B7,B8A,B11,B12,SCL,TCI,WVP,Date
충남 아산시 도고면 기곡리 296-4,36.762523,126.8887276,POINT (311552.49051921687 4070607.3464196227),102.0,1977.0,2057.0,2277.0,2475.0,2530.0,2558.0,2565.0,3134.0,2893.0,2604.0,5.0,146.0,386.0,20220127
충청남도 아산시 둔포면 중앙공원로 43,36.9202752,127.0608668,POINT (327274.32121116144 4087784.4709480437),102.0,1618.0,1678.0,1802.0,2022.0,2233.0,2524.0,2684.0,3385.0,2659.0,3017.0,5.0,103.0,317.0,20220127
충청남도 아산시 인주면 인주산단로 23-28,36.8734759,126.8795433,POINT (311005.7654614598 4082935.8596934597),102.0,1794.0,1857.0,2059.0,2161.0,2395.0,2642.0,2630.0,3135.0,2668.0,2893.0,5.0,118.0,425.0,20220127
충청남도 아산시 송악면 송악로 790,36.7316409,127.008961,POINT (322214.2680554545 4066950.9830622626),102.0,1933.0,1821.0,1917.0,1873.0,1929.0,2057.0,1963.0,2698.0,2252.0,2196.0,5.0,90.0,332.0,20220127
충남 아산시 모종동 573-2,36.7826998,127.0146102,POINT (322836.27612184617 4072605.3803751846),150.0,3281.0,3474.0,3201.0,3111.0,3099.0,3045.0,3043.0,3197.0,2744.0,3035.0,8.0,215.0,262.0,20220206
충남 아산시 배방읍 배방로 38,36.7711814,127.0617795,POINT (327019.94021236553 4071241.106559802),150.0,4717.0,4950.0,4873.0,4965.0,5143.0,5158.0,5103.0,5562.0,4626.0,5194.0,9.0,255.0,262.0,20220206
충청남도 아산시 배방읍 장재리 2116,36.7844748,127.1013253,POINT (330578.923441488 4072645.1873399825),150.0,2882.0,2566.0,2456.0,2509.0,2583.0,2679.0,2819.0,2672.0,2539.0,2948.0,8.0,153.0,262.0,20220206
충청남도 아산시 인주면 인주산단로 23-28,36.8734759,126.8795433,POINT (311005.7654614598 4082935.8596934597),132.0,8633.0,7083.0,6687.0,6558.0,6750.0,6737.0,6835.0,5656.0,5333.0,6753.0,9.0,255.0,262.0,20220206
충청남도 아산시 둔포면 중앙공원로 43,36.9202752,127.0608668,POINT (327274.32121116144 4087784.4709480437),132.0,2070.0,2895.0,2974.0,3227.0,3370.0,3647.0,3800.0,2834.0,2304.0,3913.0,5.0,228.0,377.0,20220206
충남 아산시 도고면 기곡리 296-4,36.762523,126.8887276,POINT (311552.49051921687 4070607.3464196227),144.0,2531.0,2213.0,2251.0,2273.0,2299.0,2349.0,2367.0,2294.0,2082.0,2370.0,7.0,124.0,262.0,20220206
충청남도 아산시 송악면 송악로 790,36.7316409,127.008961,POINT (322214.2680554545 4066950.9830622626),156.0,2261.0,2084.0,2232.0,2136.0,2106.0,2220.0,2430.0,3129.0,2634.0,2654.0,5.0,118.0,287.0,20220206
충청남도 아산시 인주면 인주산단로 23-28,36.8734759,126.8795433,POINT (311005.7654614598 4082935.8596934597),126.0,2120.0,2170.0,2217.0,2300.0,2440.0,2659.0,2815.0,3179.0,2732.0,2976.0,5.0,132.0,362.0,20220211
충청남도 아산시 송악면 송악로 790,36.7316409,127.008961,POINT (322214.2680554545 4066950.9830622626),126.0,2111.0,2047.0,2082.0,2002.0,2039.0,2150.0,2153.0,2821.0,2388.0,2426.0,5.0,103.0,194.0,20220211
충남 아산시 도고면 기곡리 296-4,36.762523,126.8887276,POINT (311552.49051921687 4070607.3464196227),126.0,2212.0,2387.0,2564.0,2775.0,2807.0,2868.0,2911.0,3596.0,3475.0,2944.0,5.0,184.0,326.0,20220211
충남 아산시 배방읍 배방로 38,36.7711814,127.0617795,POINT (327019.94021236553 4071241.106559802),126.0,1954.0,1928.0,1881.0,1788.0,2006.0,1928.0,1988.0,1976.0,1776.0,2002.0,5.0,80.0,241.0,20220211
충남 아산시 모종동 573-2,36.7826998,127.0146102,POINT (322836.27612184617 4072605.3803751846),126.0,2105.0,2160.0,2142.0,2111.0,2083.0,2129.0,2162.0,2288.0,1963.0,2326.0,5.0,111.0,205.0,20220211
충청남도 아산시 배방읍 장재리 2116,36.7844748,127.1013253,POINT (330578.923441488 4072645.1873399825),126.0,2055.0,1986.0,1969.0,1959.0,2115.0,2201.0,2276.0,2474.0,2217.0,2371.0,5.0,99.0,371.0,20220211
충청남도 아산시 둔포면 중앙공원로 43,36.9202752,127.0608668,POINT (327274.32121116144 4087784.4709480437),126.0,2014.0,2085.0,2095.0,2222.0,2419.0,2620.0,2808.0,3411.0,2729.0,3059.0,5.0,125.0,306.0,20220211
충남 아산시 배방읍 배방로 38,36.7711814,127.0617795,POINT (327019.94021236553 4071241.106559802),102.0,1807.0,1770.0,1809.0,1801.0,1959.0,2093.0,2236.0,2279.0,1979.0,2382.0,5.0,83.0,462.0,20220221
충청남도 아산시 송악면 송악로 790,36.7316409,127.008961,POINT (322214.2680554545 4066950.9830622626),102.0,2050.0,1998.0,2057.0,2031.0,2081.0,2238.0,2397.0,3028.0,2389.0,2592.0,5.0,105.0,363.0,20220221
충청남도 아산시 배방읍 장재리 2116,36.7844748,127.1013253,POINT (330578.923441488 4072645.1873399825),102.0,1731.0,1725.0,1651.0,1607.0,1641.0,1662.0,1707.0,1520.0,1403.0,1685.0,3.0,63.0,300.0,20220221
충청남도 아산시 인주면 인주산단로 23-28,36.8734759,126.8795433,POINT (311005.7654614598 4082935.8596934597),102.0,1860.0,2011.0,2128.0,2304.0,2487.0,2688.0,2792.0,3365.0,2910.0,3033.0,5.0,131.0,459.0,20220221
충청남도 아산시 둔포면 중앙공원로 43,36.9202752,127.0608668,POINT (327274.32121116144 4087784.4709480437),102.0,1886.0,1982.0,2020.0,2215.0,2383.0,2673.0,2781.0,3484.0,2855.0,3066.0,5.0,125.0,356.0,20220221
충남 아산시 도고면 기곡리 296-4,36.762523,126.8887276,POINT (311552.49051921687 4070607.3464196227),102.0,2134.0,2485.0,2714.0,2985.0,3031.0,3048.0,3120.0,3796.0,3648.0,3137.0,5.0,199.0,441.0,20220221
충남 아산시 모종동 573-2,36.7826998,127.0146102,POINT (322836.27612184617 4072605.3803751846),102.0,2962.0,2916.0,2832.0,2868.0,2891.0,2920.0,2999.0,3174.0,2899.0,3115.0,8.0,191.0,300.0,20220221
충청남도 아산시 송악면 송악로 790,36.7316409,127.008961,POINT (322214.2680554545 4066950.9830622626),474.0,7573.0,6093.0,5859.0,5458.0,5594.0,5504.0,5446.0,3929.0,3487.0,5334.0,9.0,255.0,517.0,20220226
충청남도 아산시 배방읍 장재리 2116,36.7844748,127.1013253,POINT (330578.923441488 4072645.1873399825),486.0,11268.0,10116.0,9012.0,8028.0,7896.0,7469.0,7183.0,4217.0,3961.0,6866.0,9.0,255.0,517.0,20220226
충청남도 아산시 인주면 인주산단로 23-28,36.8734759,126.8795433,POINT (311005.7654614598 4082935.8596934597),512.0,7659.0,7512.0,6384.0,5433.0,5533.0,5407.0,5394.0,3382.0,3185.0,5199.0,9.0,255.0,517.0,20220226
충청남도 아산시 둔포면 중앙공원로 43,36.9202752,127.0608668,POINT (327274.32121116144 4087784.4709480437),522.0,5125.0,4489.0,4138.0,3944.0,4006.0,3884.0,3920.0,2793.0,2587.0,3879.0,8.0,255.0,517.0,20220226
충남 아산시 도고면 기곡리 296-4,36.762523,126.8887276,POINT (311552.49051921687 4070607.3464196227),486.0,7619.0,7442.0,6481.0,5942.0,5906.0,5719.0,5697.0,4190.0,3598.0,5562.0,9.0,255.0,517.0,20220226
충남 아산시 배방읍 배방로 38,36.7711814,127.0617795,POINT (327019.94021236553 4071241.106559802),486.0,9927.0,8051.0,7409.0,6655.0,6688.0,6470.0,6477.0,3797.0,3661.0,6194.0,9.0,255.0,517.0,20220226
충남 아산시 모종동 573-2,36.7826998,127.0146102,POINT (322836.27612184617 4072605.3803751846),486.0,8477.0,7049.0,6189.0,5923.0,5994.0,5907.0,5839.0,3821.0,3561.0,5683.0,9.0,255.0,517.0,20220226
충청남도 아산시 둔포면 중앙공원로 43,36.9202752,127.0608668,POINT (327274.32121116144 4087784.4709480437),108.0,1560.0,1645.0,1748.0,1946.0,2197.0,2513.0,2696.0,3485.0,2864.0,2925.0,5.0,95.0,307.0,20220303
충남 아산시 모종동 573-2,36.7826998,127.0146102,POINT (322836.27612184617 4072605.3803751846),108.0,1906.0,1936.0,2074.0,2000.0,2091.0,2155.0,2261.0,2339.0,2097.0,2360.0,5.0,103.0,272.0,20220303
충남 아산시 배방읍 배방로 38,36.7711814,127.0617795,POINT (327019.94021236553 4071241.106559802),108.0,1592.0,1723.0,1890.0,1992.0,2205.0,2291.0,2381.0,2491.0,2291.0,2520.0,5.0,99.0,541.0,20220303
충남 아산시 도고면 기곡리 296-4,36.762523,126.8887276,POINT (311552.49051921687 4070607.3464196227),108.0,1982.0,2480.0,2824.0,3090.0,3193.0,3215.0,3263.0,3815.0,3687.0,3213.0,5.0,210.0,367.0,20220303
충청남도 아산시 인주면 인주산단로 23-28,36.8734759,126.8795433,POINT (311005.7654614598 4082935.8596934597),108.0,1742.0,1845.0,2007.0,2192.0,2498.0,2707.0,2836.0,3423.0,2967.0,3063.0,5.0,122.0,423.0,20220303
충청남도 아산시 배방읍 장재리 2116,36.7844748,127.1013253,POINT (330578.923441488 4072645.1873399825),108.0,1757.0,1715.0,1791.0,1883.0,2061.0,2190.0,2285.0,2603.0,2348.0,2442.0,5.0,91.0,457.0,20220303
충청남도 아산시 송악면 송악로 790,36.7316409,127.008961,POINT (322214.2680554545 4066950.9830622626),108.0,2012.0,1913.0,2041.0,1897.0,1950.0,1959.0,2060.0,3038.0,2609.0,2503.0,5.0,92.0,359.0,20220303
충청남도 아산시 송악면 송악로 790,36.7316409,127.008961,POINT (322214.2680554545 4066950.9830622626),288.0,2024.0,1948.0,2128.0,2086.0,2058.0,2254.0,2159.0,3263.0,2593.0,2519.0,5.0,109.0,504.0,20220308
충남 아산시 모종동 573-2,36.7826998,127.0146102,POINT (322836.27612184617 4072605.3803751846),288.0,2006.0,2043.0,2132.0,2157.0,2163.0,2247.0,2275.0,2489.0,2201.0,2364.0,5.0,117.0,514.0,20220308
충남 아산시 배방읍 배방로 38,36.7711814,127.0617795,POINT (327019.94021236553 4071241.106559802),288.0,1677.0,1660.0,1789.0,1804.0,2075.0,2213.0,2261.0,2367.0,2163.0,2453.0,5.0,82.0,699.0,20220308
충남 아산시 도고면 기곡리 296-4,36.762523,126.8887276,POINT (311552.49051921687 4070607.3464196227),288.0,2026.0,2447.0,2859.0,3166.0,3308.0,3374.0,3281.0,3947.0,3639.0,3293.0,5.0,223.0,594.0,20220308
충청남도 아산시 둔포면 중앙공원로 43,36.9202752,127.0608668,POINT (327274.32121116144 4087784.4709480437),294.0,1542.0,1674.0,1868.0,2165.0,2464.0,2734.0,2922.0,3819.0,3023.0,3280.0,5.0,120.0,603.0,20220308
충청남도 아산시 인주면 인주산단로 23-28,36.8734759,126.8795433,POINT (311005.7654614598 4082935.8596934597),294.0,1787.0,1853.0,2074.0,2255.0,2487.0,2752.0,2866.0,3404.0,2883.0,3116.0,5.0,125.0,730.0,20220308
충청남도 아산시 배방읍 장재리 2116,36.7844748,127.1013253,POINT (330578.923441488 4072645.1873399825),288.0,1783.0,1553.0,1689.0,1757.0,1964.0,2228.0,2337.0,2623.0,2237.0,2490.0,5.0,76.0,597.0,20220308
충남 아산시 모종동 573-2,36.7826998,127.0146102,POINT (322836.27612184617 4072605.3803751846),126.0,2186.0,2376.0,2493.0,2453.0,2419.0,2484.0,2541.0,2772.0,2309.0,2642.0,10.0,149.0,183.0,20220328
충청남도 아산시 둔포면 중앙공원로 43,36.9202752,127.0608668,POINT (327274.32121116144 4087784.4709480437),126.0,1559.0,1612.0,1864.0,1980.0,2389.0,3079.0,3174.0,3619.0,2827.0,3503.0,5.0,99.0,169.0,20220328
충남 아산시 배방읍 배방로 38,36.7711814,127.0617795,POINT (327019.94021236553 4071241.106559802),126.0,1843.0,2082.0,2230.0,2295.0,2516.0,2603.0,2684.0,2737.0,2462.0,2936.0,10.0,133.0,183.0,20220328
충남 아산시 도고면 기곡리 296-4,36.762523,126.8887276,POINT (311552.49051921687 4070607.3464196227),126.0,2275.0,2244.0,2432.0,2509.0,2585.0,2643.0,2739.0,3137.0,2786.0,2774.0,10.0,151.0,183.0,20220328
충청남도 아산시 인주면 인주산단로 23-28,36.8734759,126.8795433,POINT (311005.7654614598 4082935.8596934597),132.0,1721.0,1855.0,2074.0,2272.0,2505.0,2785.0,2929.0,3324.0,2736.0,3156.0,5.0,130.0,260.0,20220328
충청남도 아산시 송악면 송악로 790,36.7316409,127.008961,POINT (322214.2680554545 4066950.9830622626),126.0,2351.0,2249.0,2425.0,2304.0,2386.0,2540.0,2629.0,3461.0,2838.0,3019.0,10.0,132.0,183.0,20220328
충청남도 아산시 배방읍 장재리 2116,36.7844748,127.1013253,POINT (330578.923441488 4072645.1873399825),126.0,2026.0,2121.0,2154.0,2124.0,2428.0,2630.0,2729.0,2923.0,2485.0,2892.0,10.0,115.0,183.0,20220328
충청남도 아산시 둔포면 중앙공원로 43,36.9202752,127.0608668,POINT (327274.32121116144 4087784.4709480437),108.0,1558.0,1654.0,1824.0,1893.0,2329.0,3045.0,3327.0,3532.0,2799.0,3508.0,5.0,90.0,356.0,20220402
충남 아산시 모종동 573-2,36.7826998,127.0146102,POINT (322836.27612184617 4072605.3803751846),108.0,2062.0,2222.0,2304.0,2244.0,2204.0,2275.0,2386.0,2623.0,2345.0,2511.0,5.0,128.0,244.0,20220402
충남 아산시 배방읍 배방로 38,36.7711814,127.0617795,POINT (327019.94021236553 4071241.106559802),108.0,1709.0,1935.0,2111.0,2250.0,2429.0,2698.0,2753.0,2838.0,2595.0,2866.0,5.0,129.0,274.0,20220402
충청남도 아산시 송악면 송악로 790,36.7316409,127.008961,POINT (322214.2680554545 4066950.9830622626),108.0,2088.0,2068.0,2276.0,2194.0,2347.0,2456.0,2588.0,3598.0,3048.0,2890.0,5.0,123.0,268.0,20220402
충청남도 아산시 배방읍 장재리 2116,36.7844748,127.1013253,POINT (330578.923441488 4072645.1873399825),108.0,1825.0,1670.0,1787.0,1845.0,2177.0,2538.0,2648.0,2793.0,2403.0,2748.0,5.0,87.0,295.0,20220402
충청남도 아산시 인주면 인주산단로 23-28,36.8734759,126.8795433,POINT (311005.7654614598 4082935.8596934597),108.0,1850.0,1948.0,2134.0,2337.0,2582.0,2868.0,3071.0,3498.0,2948.0,3284.0,5.0,139.0,346.0,20220402
충남 아산시 도고면 기곡리 296-4,36.762523,126.8887276,POINT (311552.49051921687 4070607.3464196227),108.0,2178.0,2426.0,2708.0,2952.0,3015.0,3094.0,3182.0,3785.0,3533.0,3194.0,5.0,195.0,242.0,20220402
충남 아산시 배방읍 배방로 38,36.7711814,127.0617795,POINT (327019.94021236553 4071241.106559802),138.0,1749.0,1863.0,2083.0,2235.0,2470.0,2732.0,2914.0,2808.0,2513.0,3135.0,5.0,128.0,650.0,20220407
충남 아산시 모종동 573-2,36.7826998,127.0146102,POINT (322836.27612184617 4072605.3803751846),138.0,2055.0,2189.0,2319.0,2316.0,2373.0,2399.0,2400.0,2680.0,2331.0,2522.0,5.0,133.0,650.0,20220407
충청남도 아산시 둔포면 중앙공원로 43,36.9202752,127.0608668,POINT (327274.32121116144 4087784.4709480437),138.0,1564.0,1631.0,1862.0,1941.0,2413.0,3253.0,3458.0,3543.0,2783.0,3711.0,5.0,96.0,671.0,20220407
충청남도 아산시 인주면 인주산단로 23-28,36.8734759,126.8795433,POINT (311005.7654614598 4082935.8596934597),138.0,1821.0,1885.0,2101.0,2315.0,2660.0,2924.0,3040.0,3539.0,2922.0,3262.0,5.0,132.0,832.0,20220407
충청남도 아산시 배방읍 장재리 2116,36.7844748,127.1013253,POINT (330578.923441488 4072645.1873399825),138.0,1804.0,1561.0,1758.0,1792.0,2225.0,2537.0,2638.0,2768.0,2448.0,2811.0,5.0,78.0,800.0,20220407
충청남도 아산시 송악면 송악로 790,36.7316409,127.008961,POINT (322214.2680554545 4066950.9830622626),132.0,2093.0,2086.0,2293.0,2280.0,2368.0,2493.0,2750.0,3531.0,3046.0,3016.0,5.0,131.0,612.0,20220407
충남 아산시 도고면 기곡리 296-4,36.762523,126.8887276,POINT (311552.49051921687 4070607.3464196227),138.0,2173.0,2476.0,2836.0,3133.0,3267.0,3302.0,3348.0,4012.0,3761.0,3344.0,5.0,220.0,785.0,20220407
충청남도 아산시 둔포면 중앙공원로 43,36.9202752,127.0608668,POINT (327274.32121116144 4087784.4709480437),228.0,2465.0,2443.0,2427.0,2266.0,2597.0,3276.0,3363.0,3187.0,2326.0,3441.0,7.0,128.0,1410.0,20220412
충남 아산시 배방읍 배방로 38,36.7711814,127.0617795,POINT (327019.94021236553 4071241.106559802),228.0,2378.0,2166.0,2047.0,1926.0,1960.0,1994.0,2042.0,1865.0,1659.0,2031.0,7.0,96.0,1410.0,20220412
충남 아산시 도고면 기곡리 296-4,36.762523,126.8887276,POINT (311552.49051921687 4070607.3464196227),228.0,5759.0,5401.0,5258.0,5194.0,5530.0,5539.0,5575.0,5331.0,4610.0,5598.0,9.0,255.0,1410.0,20220412
충청남도 아산시 인주면 인주산단로 23-28,36.8734759,126.8795433,POINT (311005.7654614598 4082935.8596934597),228.0,10250.0,9616.0,9010.0,8721.0,8956.0,8605.0,8528.0,6590.0,5769.0,8272.0,9.0,255.0,1410.0,20220412
충청남도 아산시 배방읍 장재리 2116,36.7844748,127.1013253,POINT (330578.923441488 4072645.1873399825),228.0,9634.0,9578.0,9427.0,9566.0,10007.0,9663.0,9605.0,9169.0,8322.0,9433.0,9.0,255.0,1410.0,20220412
충청남도 아산시 송악면 송악로 790,36.7316409,127.008961,POINT (322214.2680554545 4066950.9830622626),228.0,6391.0,5157.0,5516.0,5817.0,6076.0,6152.0,6283.0,6041.0,5393.0,6194.0,9.0,255.0,1410.0,20220412
충남 아산시 모종동 573-2,36.7826998,127.0146102,POINT (322836.27612184617 4072605.3803751846),228.0,3704.0,3288.0,3242.0,3133.0,3126.0,3193.0,3359.0,3498.0,3146.0,3466.0,8.0,218.0,1410.0,20220412
충남 아산시 배방읍 배방로 38,36.7711814,127.0617795,POINT (327019.94021236553 4071241.106559802),210.0,1705.0,1842.0,2121.0,2185.0,2701.0,3123.0,3285.0,3057.0,2590.0,3313.0,5.0,121.0,443.0,20220417
충남 아산시 모종동 573-2,36.7826998,127.0146102,POINT (322836.27612184617 4072605.3803751846),210.0,2108.0,2272.0,2384.0,2357.0,2308.0,2427.0,2538.0,2827.0,2503.0,2777.0,5.0,143.0,457.0,20220417
충청남도 아산시 인주면 인주산단로 23-28,36.8734759,126.8795433,POINT (311005.7654614598 4082935.8596934597),210.0,1837.0,1905.0,2120.0,2243.0,2552.0,2978.0,3162.0,3439.0,2882.0,3378.0,5.0,125.0,678.0,20220417
충청남도 아산시 배방읍 장재리 2116,36.7844748,127.1013253,POINT (330578.923441488 4072645.1873399825),210.0,1813.0,1529.0,1792.0,1704.0,2232.0,2885.0,3180.0,2815.0,2318.0,3274.0,5.0,72.0,513.0,20220417
충청남도 아산시 둔포면 중앙공원로 43,36.9202752,127.0608668,POINT (327274.32121116144 4087784.4709480437),210.0,1459.0,1517.0,1813.0,1744.0,2368.0,3661.0,3978.0,3410.0,2571.0,4122.0,4.0,75.0,546.0,20220417
충남 아산시 도고면 기곡리 296-4,36.762523,126.8887276,POINT (311552.49051921687 4070607.3464196227),216.0,2275.0,2479.0,2845.0,3083.0,3233.0,3286.0,3331.0,3951.0,3580.0,3349.0,5.0,210.0,475.0,20220417
충청남도 아산시 송악면 송악로 790,36.7316409,127.008961,POINT (322214.2680554545 4066950.9830622626),210.0,2147.0,2133.0,2371.0,2330.0,2495.0,2602.0,2778.0,3640.0,3093.0,3086.0,5.0,137.0,431.0,20220417
충남 아산시 모종동 573-2,36.7826998,127.0146102,POINT (322836.27612184617 4072605.3803751846),354.0,2172.0,2357.0,2525.0,2533.0,2582.0,2737.0,2735.0,3004.0,2584.0,2960.0,5.0,157.0,730.0,20220427
충남 아산시 도고면 기곡리 296-4,36.762523,126.8887276,POINT (311552.49051921687 4070607.3464196227),360.0,2125.0,2527.0,2887.0,3049.0,3178.0,3338.0,3467.0,3882.0,3411.0,3553.0,5.0,209.0,754.0,20220427
충청남도 아산시 둔포면 중앙공원로 43,36.9202752,127.0608668,POINT (327274.32121116144 4087784.4709480437),354.0,1260.0,1385.0,1834.0,1742.0,2375.0,3974.0,4266.0,3288.0,2440.0,4620.0,4.0,73.0,863.0,20220427
충청남도 아산시 인주면 인주산단로 23-28,36.8734759,126.8795433,POINT (311005.7654614598 4082935.8596934597),354.0,1721.0,1827.0,2219.0,2243.0,2614.0,3333.0,3516.0,3441.0,2798.0,3636.0,5.0,127.0,826.0,20220427
충남 아산시 배방읍 배방로 38,36.7711814,127.0617795,POINT (327019.94021236553 4071241.106559802),354.0,1660.0,1794.0,2130.0,2169.0,2486.0,3269.0,3625.0,3105.0,2525.0,3694.0,5.0,121.0,920.0,20220427
충청남도 아산시 송악면 송악로 790,36.7316409,127.008961,POINT (322214.2680554545 4066950.9830622626),354.0,2180.0,2258.0,2506.0,2429.0,2578.0,2809.0,3113.0,3711.0,3148.0,3459.0,5.0,145.0,778.0,20220427
충청남도 아산시 배방읍 장재리 2116,36.7844748,127.1013253,POINT (330578.923441488 4072645.1873399825),354.0,1693.0,1449.0,1868.0,1706.0,2388.0,3621.0,3891.0,2913.0,2366.0,3938.0,4.0,74.0,864.0,20220427
충청남도 아산시 인주면 인주산단로 23-28,36.8734759,126.8795433,POINT (311005.7654614598 4082935.8596934597),300.0,1901.0,2060.0,2277.0,2318.0,2731.0,3429.0,3587.0,3519.0,2971.0,3767.0,5.0,139.0,1033.0,20220502
