주소,Latitude,Longitude,geometry,AOT,B1,B2,B3,B4,B5,B6,B7,B8A,B11,B12,SCL,TCI,WVP,Date
경남 거제시 남부면 저구리,34.7277195,128.6005053,POINT (463424.9985704325 3842921.5098911715),268.0,1629.0,1710.0,1727.0,1644.0,1718.0,1471.0,1494.0,1534.0,1347.0,1547.0,6.0,66.0,495.0,20220104
경남 거제시 아주동 산164-1,34.8633046,128.690556,POINT (471715.7963067135 3857927.8952538683),257.0,1745.0,1838.0,1975.0,2275.0,2527.0,2516.0,2764.0,3687.0,2829.0,3355.0,5.0,131.0,738.0,20220104
경상남도 거제시 계룡로 125,34.8805937,128.6212211,POINT (465385.5750531867 3859866.922180502),264.0,2403.0,2245.0,2327.0,2468.0,2808.0,2861.0,2927.0,3013.0,2408.0,3119.0,5.0,149.0,481.0,20220104
경남 거제시 아주동 산164-1,34.8633046,128.690556,POINT (471715.7963067135 3857927.8952538683),126.0,1596.0,1917.0,2263.0,2682.0,3007.0,3172.0,3217.0,4046.0,3113.0,3721.0,5.0,171.0,288.0,20220114
경남 거제시 남부면 저구리,34.7277195,128.6005053,POINT (463424.9985704325 3842921.5098911715),126.0,1342.0,1351.0,1338.0,1262.0,1365.0,1259.0,1166.0,1343.0,1266.0,1284.0,6.0,26.0,126.0,20220114
경상남도 거제시 계룡로 125,34.8805937,128.6212211,POINT (465385.5750531867 3859866.922180502),126.0,2316.0,1914.0,2025.0,2232.0,2488.0,2737.0,2755.0,2878.0,2374.0,2964.0,5.0,126.0,156.0,20220114
경남 거제시 아주동 산164-1,34.8633046,128.690556,POINT (471715.7963067135 3857927.8952538683),126.0,1575.0,1757.0,1953.0,2294.0,2562.0,2625.0,2782.0,3641.0,2801.0,3196.0,5.0,132.0,219.0,20220114
경남 거제시 남부면 저구리,34.7277195,128.6005053,POINT (463424.9985704325 3842921.5098911715),126.0,1358.0,1576.0,1612.0,1606.0,1673.0,1505.0,1413.0,1502.0,1426.0,1591.0,6.0,62.0,126.0,20220114
경상남도 거제시 계룡로 125,34.8805937,128.6212211,POINT (465385.5750531867 3859866.922180502),126.0,2317.0,2147.0,2234.0,2478.0,2795.0,3072.0,3045.0,3016.0,2363.0,3236.0,5.0,151.0,162.0,20220114
경남 거제시 남부면 저구리,34.7277195,128.6005053,POINT (463424.9985704325 3842921.5098911715),198.0,1416.0,1624.0,1679.0,1637.0,1585.0,1361.0,1318.0,1444.0,1424.0,1378.0,6.0,64.0,189.0,20220203
