주소,Latitude,Longitude,geometry,AOT,B1,B2,B3,B4,B5,B6,B7,B8A,B11,B12,SCL,TCI,WVP,Date
강원특별자치도 강릉시 경강로 2179(옥천동 327-2),37.7600831,128.9030916,POINT (491464.0563443642 4179200.705766554),108.0,2016.0,2309.0,2453.0,2346.0,2576.0,2670.0,2585.0,2834.0,2392.0,3191.0,11.0,137.0,172.0,20220104
강원특별자치도 강릉시 주문진읍 항구로 19,37.8938502,128.8233496,POINT (484468.2317797041 4194052.291563055),108.0,3062.0,4607.0,4808.0,5013.0,5080.0,4877.0,5165.0,2226.0,2139.0,5023.0,11.0,254.0,234.0,20220104
강원특별자치도 강릉시 경강로 2179(옥천동 327-2),37.7600831,128.9030916,POINT (491464.0563443642 4179200.705766554),114.0,1127.0,1309.0,1216.0,1299.0,1207.0,1486.0,1705.0,1292.0,1717.0,5.0,126.0,240.0,,20220107
강원특별자치도 강릉시 주문진읍 항구로 19,37.8938502,128.8233496,POINT (484468.2317797041 4194052.291563055),114.0,2139.0,2266.0,2536.0,2700.0,2869.0,2637.0,1475.0,1232.0,3033.0,11.0,255.0,368.0,,20220107
강원특별자치도 강릉시 경강로 2179(옥천동 327-2),37.7600831,128.9030916,POINT (491464.0563443642 4179200.705766554),114.0,1308.0,1305.0,1274.0,1213.0,1162.0,1275.0,1749.0,1399.0,1636.0,5.0,136.0,182.0,,20220112
강원특별자치도 강릉시 주문진읍 항구로 19,37.8938502,128.8233496,POINT (484468.2317797041 4194052.291563055),114.0,2121.0,2187.0,2407.0,2394.0,2454.0,2591.0,1851.0,1584.0,2440.0,11.0,249.0,141.0,,20220112
강원특별자치도 강릉시 경강로 2179(옥천동 327-2),37.7600831,128.9030916,POINT (491464.0563443642 4179200.705766554),90.0,1831.0,2350.0,2411.0,2275.0,2310.0,2265.0,2434.0,3080.0,2541.0,2614.0,5.0,132.0,159.0,20220114
강원특별자치도 강릉시 주문진읍 항구로 19,37.8938502,128.8233496,POINT (484468.2317797041 4194052.291563055),90.0,2297.0,3151.0,3445.0,3537.0,3542.0,3639.0,3620.0,2942.0,2629.0,3503.0,11.0,255.0,115.0,20220114
강원특별자치도 강릉시 경강로 2179(옥천동 327-2),37.7600831,128.9030916,POINT (491464.0563443642 4179200.705766554),84.0,1656.0,2186.0,2308.0,2225.0,2197.0,2221.0,2278.0,2853.0,2423.0,2744.0,5.0,130.0,89.0,20220117
강원특별자치도 강릉시 주문진읍 항구로 19,37.8938502,128.8233496,POINT (484468.2317797041 4194052.291563055),84.0,2280.0,3092.0,3263.0,3404.0,3533.0,3522.0,3670.0,2980.0,2683.0,3532.0,5.0,245.0,133.0,20220117
강원특별자치도 강릉시 경강로 2179(옥천동 327-2),37.7600831,128.9030916,POINT (491464.0563443642 4179200.705766554),108.0,2677.0,2838.0,2836.0,2686.0,2725.0,2712.0,2872.0,3003.0,2562.0,3061.0,8.0,175.0,288.0,20220127
